nan_loss,test_not_well,test_turn_bad,sc_accuracy,died_relu,vanish_gradient,explode_gradient,nan_gradient,large_weight,nan_weight,weight_change_little,decrease_acc,increase_loss,cons_mean_weight,cons_std_weight,nan_acc,loss,acc,val_loss,val_acc
0,0,0,False,False,False,False,False,0,False,0,0,0,0,0,0,1.185747257868449,0.50095236,1.0976208448410034,0.36000001430511475
0,0,0,False,False,False,False,False,0,False,0,0,0,0,1,0,1.1530442760104225,0.32190475,1.0948964357376099,0.36000001430511475
0,0,0,False,False,False,False,False,0,False,0,0,0,0,1,0,1.1406117534637452,0.32190475,1.0954571962356567,0.36000001430511475
0,0,0,False,False,False,False,False,0,False,0,0,0,0,1,0,1.13521201474326,0.32190475,1.0961374044418335,0.36000001430511475
0,0,0,False,False,False,False,False,0,False,0,0,0,0,1,0,1.131462964557466,0.32190475,1.0964795351028442,0.36000001430511475
0,0,0,False,False,False,False,False,0,False,0,0,0,0,1,0,1.1283579737799507,0.32190475,1.0957411527633667,0.36000001430511475
0,0,0,False,False,False,False,False,0,False,0,0,0,0,1,0,1.1250944727943057,0.32190475,1.0943093299865723,0.36000001430511475
0,0,0,False,False,False,False,False,0,False,0,0,0,0,1,0,1.121934612364996,0.32190475,1.0926721096038818,0.36000001430511475
0,0,0,False,False,False,False,False,0,False,0,0,0,0,1,0,1.1191530727204821,0.32190475,1.090493083000183,0.36000001430511475
0,0,0,False,False,False,False,False,0,False,0,0,0,0,1,0,1.1162247909818377,0.32190475,1.0868273973464966,0.36000001430511475
0,0,0,False,False,False,False,False,0,False,0,0,0,0,1,0,1.1136108661833264,0.32190475,1.0830820798873901,0.36000001430511475
0,0,0,False,False,False,False,False,0,False,0,0,0,0,1,0,1.1107730443137032,0.32190475,1.079782485961914,0.36000001430511475
0,0,0,False,False,False,False,False,0,False,0,0,0,0,1,0,1.108344304221017,0.32190475,1.076589822769165,0.36000001430511475
0,0,0,False,False,False,False,False,0,False,0,0,0,0,1,0,1.1059218168258667,0.32190475,1.073812484741211,0.36000001430511475
0,0,0,False,False,False,False,False,0,False,0,0,0,0,1,0,1.1035156443005516,0.32190475,1.0710103511810303,0.36000001430511475
0,0,0,False,False,False,False,False,0,False,0,0,0,0,1,0,1.1010963987168811,0.32190475,1.068482756614685,0.36000001430511475
0,0,0,False,False,False,False,False,0,False,0,0,0,0,1,0,1.0987864278611683,0.32190475,1.0660032033920288,0.36000001430511475
0,0,0,False,False,False,False,False,0,False,0,0,0,0,1,0,1.0966627731777372,0.32190475,1.0640735626220703,0.36000001430511475
0,0,0,False,False,False,False,False,0,False,0,0,0,0,1,0,1.094209987095424,0.32190475,1.0617424249649048,0.36000001430511475
0,0,0,False,False,False,False,False,0,False,0,0,0,0,1,0,1.092104576201666,0.32190475,1.0590096712112427,0.36000001430511475
0,0,0,False,False,False,False,False,0,False,0,0,0,0,1,0,1.0898811754726228,0.32190475,1.0563795566558838,0.36000001430511475
0,0,0,False,False,False,False,False,0,False,0,0,0,0,1,0,1.087559388478597,0.32190475,1.0532962083816528,0.36000001430511475
0,0,0,False,False,False,False,False,0,False,0,0,0,0,1,0,1.0854259679431006,0.32190475,1.0505385398864746,0.36000001430511475
0,0,0,False,False,False,False,False,0,False,0,0,1,0,1,0,1.0836352695737566,0.32190475,1.04818594455719,0.36000001430511475
0,0,0,False,False,False,False,False,0,False,0,0,2,0,1,0,1.0816451140812464,0.32190475,1.0459046363830566,0.36000001430511475
0,0,0,False,False,False,False,False,0,False,0,0,3,0,1,0,1.079475580170041,0.32190475,1.0440247058868408,0.36000001430511475
0,0,0,False,False,False,False,False,0,False,0,0,4,0,1,0,1.0771781169800532,0.32190475,1.041927456855774,0.36000001430511475
0,0,0,False,False,False,False,False,0,False,0,0,5,0,1,0,1.074924262818836,0.32190475,1.0392338037490845,0.36000001430511475
0,0,0,False,False,False,False,False,0,False,0,0,5,0,1,0,1.0727585299809774,0.32190475,1.0365513563156128,0.36000001430511475
0,0,0,False,False,False,False,False,0,False,0,0,5,0,1,0,1.0705408196222215,0.32190475,1.0340356826782227,0.36000001430511475
0,0,0,False,False,False,False,False,0,False,0,0,5,0,1,0,1.068362934248788,0.32190475,1.031571865081787,0.36000001430511475
0,0,0,False,False,False,False,False,0,False,0,0,5,0,1,0,1.0662337632406325,0.32190475,1.029428482055664,0.36000001430511475
0,0,0,False,False,False,False,False,0,False,0,0,5,0,1,0,1.0641253509975614,0.32190475,1.0269958972930908,0.36000001430511475
