dataset,num,iter,time
imdb,0,0,762.9858057498932
imdb,0,1,750.9137988090515
imdb,0,2,748.0027439594269
imdb,0,3,747.4760944843292
imdb,0,4,736.7227511405945
imdb,1,0,735.6241059303284
imdb,1,1,731.939906835556
imdb,1,2,733.5550289154053
imdb,1,3,736.3177909851074
imdb,1,4,734.56538438797
imdb,2,0,738.4966790676117
imdb,2,1,740.0456738471985
imdb,2,2,737.6963641643524
imdb,2,3,738.2261109352112
imdb,2,4,735.1327011585236
imdb,3,0,735.6683132648468
imdb,3,1,733.9654130935669
imdb,3,2,732.2364020347595
imdb,3,3,735.1125886440277
imdb,3,4,732.4675600528717
imdb,4,0,728.5234649181366
imdb,4,1,730.8274886608124
imdb,4,2,731.9795258045197
imdb,4,3,731.2284209728241
imdb,4,4,728.3442869186401
imdb,5,0,735.6589424610138
imdb,5,1,781.1609256267548
imdb,5,2,787.9530324935913
imdb,5,3,789.677440404892
imdb,5,4,787.9107429981232
imdb,6,0,790.1936023235321
imdb,6,1,791.9789826869965
imdb,6,2,789.5668957233429
imdb,6,3,789.6186273097992
imdb,6,4,790.1906328201294
imdb,7,0,793.8423018455505
imdb,7,1,795.3102948665619
imdb,7,2,792.9619579315186
imdb,7,3,795.0885603427887
imdb,7,4,792.0034446716309
imdb,8,0,793.734637260437
imdb,8,1,794.6439015865326
imdb,8,2,791.0147292613983
imdb,8,3,793.6644086837769
imdb,8,4,792.9919307231903
imdb,9,0,784.9079411029816
imdb,9,1,785.0387499332428
imdb,9,2,786.4642486572266
imdb,9,3,785.582516670227
imdb,9,4,784.4302845001221
imdb,10,0,787.6123781204224
imdb,10,1,786.9165208339691
imdb,10,2,785.5401003360748
imdb,10,3,788.1638674736023
imdb,10,4,786.4459743499756
imdb,11,0,791.3680069446564
imdb,11,1,788.6338882446289
imdb,11,2,789.2210292816162
imdb,11,3,790.7578399181366
imdb,11,4,791.2573003768921
imdb,12,0,786.0229768753052
imdb,12,1,785.4821937084198
imdb,12,2,784.8805298805237
imdb,12,3,787.1558289527893
imdb,12,4,783.3167941570282
