dataset,num,iter,time
imdb,0,0,791.073614358902
imdb,0,1,771.9119763374329
imdb,0,2,773.0720293521881
imdb,0,3,778.677924156189
imdb,0,4,776.6664083003998
imdb,1,0,771.1031296253204
imdb,1,1,770.7451808452606
imdb,1,2,763.7924120426178
imdb,1,3,769.9440100193024
imdb,1,4,776.0293140411377
imdb,2,0,792.3575100898743
imdb,2,1,799.2128765583038
imdb,2,2,800.4495844841003
imdb,2,3,798.6229119300842
imdb,2,4,794.5583786964417
imdb,3,0,792.34202003479
imdb,3,1,791.1668956279755
imdb,3,2,793.2391347885132
imdb,3,3,796.3570170402527
imdb,3,4,793.3191363811493
imdb,4,0,787.8129198551178
imdb,4,1,790.2582585811615
imdb,4,2,786.9628081321716
imdb,4,3,788.4421002864838
imdb,4,4,791.2416784763336
imdb,5,0,794.0547053813934
imdb,5,1,789.4749073982239
imdb,5,2,780.2919833660126
imdb,5,3,805.8087661266327
imdb,5,4,797.8520128726959
imdb,6,0,801.5383667945862
imdb,6,1,801.1527252197266
imdb,6,2,803.2055838108063
imdb,6,3,801.6708567142487
imdb,6,4,801.3242099285126
imdb,7,0,803.1889381408691
imdb,7,1,805.1436579227448
imdb,7,2,816.2076728343964
imdb,7,3,813.1992211341858
imdb,7,4,806.0360169410706
imdb,8,0,808.1889843940735
imdb,8,1,802.4658875465393
imdb,8,2,801.2201581001282
imdb,8,3,795.6377456188202
imdb,8,4,797.7458209991455
imdb,9,0,789.8892912864685
imdb,9,1,787.7695207595825
imdb,9,2,788.4508831501007
imdb,9,3,788.3701236248016
imdb,9,4,788.3976974487305
imdb,10,0,775.7566914558411
imdb,10,1,770.0858511924744
imdb,10,2,770.3323557376862
imdb,10,3,770.2013704776764
imdb,10,4,770.0983843803406
imdb,11,0,773.499372959137
imdb,11,1,774.1467518806458
imdb,11,2,771.4228007793427
imdb,11,3,773.2884745597839
imdb,11,4,773.9058740139008
imdb,12,0,771.8034353256226
imdb,12,1,774.4217128753662
imdb,12,2,774.1904456615448
imdb,12,3,775.3205890655518
imdb,12,4,776.5028915405273
