dataset,num,iter,time
circle,0,0,0.7812426090240479
circle,0,1,0.7753207683563232
circle,0,2,0.7818882465362549
circle,0,3,0.8803515434265137
circle,0,4,0.7696056365966797
circle,1,0,0.735288143157959
circle,1,1,0.7480862140655518
circle,1,2,0.7431812286376953
circle,1,3,0.8491811752319336
circle,1,4,0.7457973957061768
circle,2,0,0.5392489433288574
circle,2,1,0.6440982818603516
circle,2,2,0.5499787330627441
circle,2,3,0.5405099391937256
circle,2,4,0.5364639759063721
circle,3,0,0.5485568046569824
circle,3,1,0.5433406829833984
circle,3,2,0.539421796798706
circle,3,3,0.5409965515136719
circle,3,4,0.5484609603881836
circle,4,0,0.7203800678253174
circle,4,1,0.8104088306427002
circle,4,2,0.7200944423675537
circle,4,3,0.7572541236877441
circle,4,4,0.8128376007080078
circle,5,0,0.4944455623626709
circle,5,1,0.4921431541442871
circle,5,2,0.4988877773284912
circle,5,3,0.5940194129943848
circle,5,4,0.5016453266143799
circle,6,0,0.6043126583099365
circle,6,1,0.6096057891845703
circle,6,2,0.6125316619873047
circle,6,3,0.6105599403381348
circle,6,4,0.6090598106384277
circle,7,0,0.610661506652832
circle,7,1,0.6094503402709961
circle,7,2,0.6140553951263428
circle,7,3,0.791217565536499
circle,7,4,0.6331212520599365
circle,8,0,1.5725164413452148
circle,8,1,1.4439542293548584
circle,8,2,1.497239351272583
circle,8,3,1.5758671760559082
circle,8,4,1.5684237480163574
circle,9,0,0.5621812343597412
circle,9,1,0.5558369159698486
circle,9,2,0.5515635013580322
circle,9,3,0.6801333427429199
circle,9,4,0.5971126556396484
circle,10,0,0.6600275039672852
circle,10,1,0.6594216823577881
circle,10,2,0.6537449359893799
circle,10,3,0.6504249572753906
circle,10,4,0.6513783931732178
circle,11,0,1.2192647457122803
circle,11,1,1.3319621086120605
circle,11,2,1.2556326389312744
circle,11,3,1.2128241062164307
circle,11,4,1.2026033401489258
circle,12,0,0.553485631942749
circle,12,1,0.5710647106170654
circle,12,2,0.5561916828155518
circle,12,3,0.6576766967773438
circle,12,4,0.5406515598297119
circle,13,0,0.8574113845825195
circle,13,1,0.9400036334991455
circle,13,2,0.856867790222168
circle,13,3,0.890019416809082
circle,13,4,0.8915894031524658
circle,14,0,1.2101638317108154
circle,14,1,1.2236499786376953
circle,14,2,1.3190224170684814
circle,14,3,1.1999695301055908
circle,14,4,1.1997859477996826
circle,15,0,0.6612062454223633
circle,15,1,0.6626937389373779
circle,15,2,0.6494817733764648
circle,15,3,0.6683378219604492
circle,15,4,0.6601309776306152
circle,16,0,1.1757068634033203
circle,16,1,1.3421425819396973
circle,16,2,1.1962800025939941
circle,16,3,1.175874948501587
circle,16,4,1.304103136062622
circle,17,0,0.9798183441162109
circle,17,1,1.0801057815551758
circle,17,2,0.9842867851257324
circle,17,3,1.0527629852294922
circle,17,4,0.9849836826324463
circle,18,0,1.7152056694030762
circle,18,1,1.836493968963623
circle,18,2,1.862928867340088
circle,18,3,1.7501552104949951
circle,18,4,1.796210527420044
circle,19,0,1.1864914894104004
circle,19,1,1.322031021118164
circle,19,2,1.1739466190338135
circle,19,3,1.193650484085083
circle,19,4,1.276322841644287
circle,20,0,0.7105283737182617
circle,20,1,0.706477165222168
circle,20,2,0.7157104015350342
circle,20,3,0.7161128520965576
circle,20,4,0.8174035549163818
circle,21,0,0.7121767997741699
circle,21,1,0.7474424839019775
circle,21,2,0.8346912860870361
circle,21,3,0.7209911346435547
circle,21,4,0.7362098693847656
circle,22,0,0.7117893695831299
circle,22,1,0.7223324775695801
circle,22,2,0.8116915225982666
circle,22,3,0.7057092189788818
circle,22,4,0.7171573638916016
circle,23,0,0.820488452911377
circle,23,1,0.7265229225158691
circle,23,2,0.719123125076294
circle,23,3,0.714350700378418
circle,23,4,0.7311177253723145
circle,24,0,1.443979024887085
circle,24,1,1.5496840476989746
circle,24,2,1.4342939853668213
circle,24,3,1.4289484024047852
circle,24,4,1.4301531314849854
circle,25,0,1.3346660137176514
circle,25,1,1.1929941177368164
circle,25,2,1.1921868324279785
circle,25,3,1.3182165622711182
circle,25,4,1.199281930923462
circle,26,0,1.7497611045837402
circle,26,1,1.8423402309417725
circle,26,2,1.811232566833496
circle,26,3,1.7458038330078125
circle,26,4,1.7714512348175049
circle,27,0,0.7482695579528809
circle,27,1,0.7259125709533691
circle,27,2,0.7378199100494385
circle,27,3,0.7303717136383057
circle,27,4,0.7093284130096436
circle,28,0,0.7079384326934814
circle,28,1,0.748833417892456
circle,28,2,0.818688154220581
circle,28,3,0.7114224433898926
circle,28,4,0.7141146659851074
circle,29,0,0.9414873123168945
circle,29,1,0.9364967346191406
circle,29,2,0.9524784088134766
circle,29,3,0.9497220516204834
circle,29,4,0.9662070274353027
circle,30,0,1.5489275455474854
circle,30,1,1.4217000007629395
circle,30,2,1.4709219932556152
circle,30,3,1.6570007801055908
circle,30,4,1.569441556930542
circle,31,0,0.721196174621582
circle,31,1,0.7091464996337891
circle,31,2,0.7123346328735352
circle,31,3,0.706223726272583
circle,31,4,0.8262085914611816
circle,32,0,1.1695265769958496
circle,32,1,1.2664055824279785
circle,32,2,1.169985294342041
circle,32,3,1.1841528415679932
circle,32,4,1.3083088397979736
circle,33,0,1.4101848602294922
circle,33,1,1.4251205921173096
circle,33,2,1.4286909103393555
circle,33,3,1.5989172458648682
circle,33,4,1.4739227294921875
circle,34,0,0.965273380279541
circle,34,1,1.0522639751434326
circle,34,2,0.9556734561920166
circle,34,3,0.938434362411499
circle,34,4,0.9401645660400391
circle,35,0,0.9484610557556152
circle,35,1,0.9537327289581299
circle,35,2,0.9548866748809814
circle,35,3,0.9440443515777588
circle,35,4,0.9308469295501709
