dataset,num,iter,time
mnist,0,0,3.9377291202545166
mnist,0,1,4.0887978076934814
mnist,0,2,4.06455659866333
mnist,0,3,3.7760298252105713
mnist,0,4,3.8958706855773926
mnist,1,0,3.768756628036499
mnist,1,1,3.752223491668701
mnist,1,2,3.865074872970581
mnist,1,3,3.6226930618286133
mnist,1,4,3.720686674118042
mnist,2,0,7.826959609985352
mnist,2,1,7.999356985092163
mnist,2,2,7.903881549835205
mnist,2,3,8.101351022720337
mnist,2,4,7.631684303283691
mnist,3,0,3.4694108963012695
mnist,3,1,3.532391309738159
mnist,3,2,3.460771083831787
mnist,3,3,3.762183427810669
mnist,3,4,3.6621131896972656
mnist,4,0,3.693859100341797
mnist,4,1,3.9727587699890137
mnist,4,2,3.7825047969818115
mnist,4,3,3.8093411922454834
mnist,4,4,3.7774782180786133
mnist,5,0,3.626547336578369
mnist,5,1,3.6086907386779785
mnist,5,2,3.5960941314697266
mnist,5,3,3.6427526473999023
mnist,5,4,3.6756157875061035
mnist,6,0,22.64345908164978
mnist,6,1,22.7315890789032
mnist,6,2,22.50382924079895
mnist,6,3,22.33122992515564
mnist,6,4,22.648714303970337
mnist,7,0,3.14475154876709
mnist,7,1,3.3102684020996094
mnist,7,2,3.070314407348633
mnist,7,3,3.076679229736328
mnist,7,4,3.3261194229125977
mnist,8,0,5.34879732131958
mnist,8,1,5.15694260597229
mnist,8,2,5.168856620788574
mnist,8,3,5.092344522476196
mnist,8,4,5.129210948944092
mnist,9,0,8.18643593788147
mnist,9,1,7.917603015899658
mnist,9,2,7.963395833969116
mnist,9,3,8.151887655258179
mnist,9,4,8.030430793762207
mnist,10,0,3.5035152435302734
mnist,10,1,3.6554858684539795
mnist,10,2,3.566194534301758
mnist,10,3,3.4848742485046387
mnist,10,4,3.5340216159820557
mnist,11,0,3.7433407306671143
mnist,11,1,3.710904121398926
mnist,11,2,3.82912015914917
mnist,11,3,3.646298885345459
mnist,11,4,3.732452392578125
mnist,12,0,5.161093235015869
mnist,12,1,5.126180410385132
mnist,12,2,5.203945875167847
mnist,12,3,5.053050518035889
mnist,12,4,5.096016883850098
mnist,13,0,8.041730165481567
mnist,13,1,7.8866376876831055
mnist,13,2,7.9676737785339355
mnist,13,3,8.105143785476685
mnist,13,4,7.984277725219727
mnist,14,0,3.5185790061950684
mnist,14,1,3.3851850032806396
mnist,14,2,3.5201845169067383
mnist,14,3,3.452049493789673
mnist,14,4,3.5576112270355225
mnist,15,0,3.5125441551208496
mnist,15,1,3.4756054878234863
mnist,15,2,3.7058117389678955
mnist,15,3,3.579378843307495
mnist,15,4,3.487989664077759
mnist,16,0,3.7037837505340576
mnist,16,1,3.544578790664673
mnist,16,2,3.499255895614624
mnist,16,3,3.754405975341797
mnist,16,4,3.537198543548584
mnist,17,0,3.608708620071411
mnist,17,1,3.5795605182647705
mnist,17,2,3.6641077995300293
mnist,17,3,3.8012514114379883
mnist,17,4,3.632131338119507
mnist,18,0,3.673945665359497
mnist,18,1,3.6197571754455566
mnist,18,2,3.580129861831665
mnist,18,3,3.4487290382385254
mnist,18,4,3.7058959007263184
mnist,19,0,3.497437000274658
mnist,19,1,3.5331733226776123
mnist,19,2,3.6949567794799805
mnist,19,3,3.5728554725646973
mnist,19,4,3.451509952545166
mnist,20,0,7.86488938331604
mnist,20,1,7.857672691345215
mnist,20,2,7.865203142166138
mnist,20,3,7.921848297119141
mnist,20,4,7.991264343261719
mnist,21,0,3.56974720954895
mnist,21,1,3.5349175930023193
mnist,21,2,3.6407699584960938
mnist,21,3,3.54826283454895
mnist,21,4,3.5786616802215576
mnist,22,0,3.056955575942993
mnist,22,1,3.061833620071411
mnist,22,2,2.995452642440796
mnist,22,3,3.0383174419403076
mnist,22,4,2.817359447479248
mnist,23,0,3.3899078369140625
mnist,23,1,3.4316136837005615
mnist,23,2,3.439354181289673
mnist,23,3,3.5488646030426025
mnist,23,4,3.414811372756958
mnist,24,0,8.247083187103271
mnist,24,1,8.061245918273926
mnist,24,2,7.899189233779907
mnist,24,3,8.13942265510559
mnist,24,4,8.185587167739868
mnist,25,0,3.404478073120117
mnist,25,1,3.616002082824707
mnist,25,2,3.4532716274261475
mnist,25,3,3.52870774269104
mnist,25,4,3.692915439605713
mnist,26,0,2.8892247676849365
mnist,26,1,2.795093297958374
mnist,26,2,3.005303382873535
mnist,26,3,3.140113592147827
mnist,26,4,3.0258679389953613
mnist,27,0,5.339523792266846
mnist,27,1,5.15941309928894
mnist,27,2,5.18757176399231
mnist,27,3,5.154035568237305
mnist,27,4,5.3144004344940186
mnist,28,0,3.7599942684173584
mnist,28,1,3.578299045562744
mnist,28,2,3.4992001056671143
mnist,28,3,3.6858928203582764
mnist,28,4,3.606261968612671
mnist,29,0,3.485915422439575
mnist,29,1,3.628538131713867
mnist,29,2,3.55121111869812
mnist,29,3,3.57688307762146
mnist,29,4,3.8371777534484863
mnist,30,0,3.6034812927246094
mnist,30,1,3.6175243854522705
mnist,30,2,3.651427984237671
mnist,30,3,3.607905864715576
mnist,30,4,3.517076015472412
mnist,31,0,3.7495224475860596
mnist,31,1,3.663569211959839
mnist,31,2,3.802218198776245
