dataset,num,iter,time
reuters,0,0,156.20348405838013
reuters,0,1,150.26599383354187
reuters,0,2,149.00602388381958
reuters,0,3,149.48230266571045
reuters,0,4,148.3525252342224
reuters,1,0,147.67417454719543
reuters,1,1,147.78706121444702
reuters,1,2,147.89398884773254
reuters,1,3,146.60658144950867
reuters,1,4,147.99346685409546
reuters,2,0,146.25923252105713
reuters,2,1,146.47390341758728
reuters,2,2,145.85803389549255
reuters,2,3,153.83672404289246
reuters,2,4,145.14287281036377
reuters,3,0,147.66422963142395
reuters,3,1,146.40429258346558
reuters,3,2,145.3680579662323
reuters,3,3,145.48752737045288
reuters,3,4,148.4683117866516
reuters,4,0,147.0412368774414
reuters,4,1,150.62479448318481
reuters,4,2,144.5575566291809
reuters,4,3,146.26696372032166
reuters,4,4,146.2241654396057
reuters,5,0,147.0382843017578
reuters,5,1,145.73251676559448
reuters,5,2,145.36275124549866
reuters,5,3,146.88932394981384
reuters,5,4,146.94015049934387
reuters,6,0,145.61302661895752
reuters,6,1,145.24714422225952
reuters,6,2,146.4725067615509
reuters,6,3,146.40625309944153
reuters,6,4,147.8479676246643
reuters,7,0,145.25728607177734
reuters,7,1,146.6999626159668
reuters,7,2,146.2445456981659
reuters,7,3,145.60059928894043
reuters,7,4,146.36833810806274
reuters,8,0,146.1567792892456
reuters,8,1,146.09739303588867
reuters,8,2,145.26089429855347
reuters,8,3,148.8033263683319
reuters,8,4,145.62333297729492
reuters,9,0,145.13853430747986
reuters,9,1,146.3258979320526
reuters,9,2,146.97412133216858
reuters,9,3,147.92750692367554
reuters,9,4,149.2918496131897
reuters,10,0,146.1270833015442
reuters,10,1,147.14022088050842
reuters,10,2,147.42949199676514
reuters,10,3,146.67651510238647
reuters,10,4,146.5375475883484
reuters,11,0,147.3960874080658
reuters,11,1,146.05542612075806
reuters,11,2,147.07972264289856
reuters,11,3,148.30593252182007
reuters,11,4,144.97804474830627
reuters,12,0,146.53359746932983
reuters,12,1,144.91468477249146
reuters,12,2,145.36599349975586
reuters,12,3,145.5293710231781
reuters,12,4,145.5268588066101
reuters,13,0,146.06992721557617
reuters,13,1,146.62821245193481
reuters,13,2,151.02213144302368
reuters,13,3,147.6097376346588
reuters,13,4,146.6002151966095
reuters,14,0,143.8869276046753
reuters,14,1,146.33989572525024
reuters,14,2,152.9792947769165
reuters,14,3,145.93023300170898
reuters,14,4,147.38280177116394
reuters,15,0,146.98984670639038
reuters,15,1,147.24174737930298
reuters,15,2,146.89107537269592
reuters,15,3,146.7098274230957
reuters,15,4,149.66261458396912
reuters,16,0,148.79293036460876
reuters,16,1,148.56406784057617
reuters,16,2,147.61517095565796
reuters,16,3,152.31313681602478
reuters,16,4,148.09295892715454
reuters,17,0,146.14138293266296
reuters,17,1,147.2118101119995
reuters,17,2,154.1394078731537
reuters,17,3,147.40433382987976
reuters,17,4,146.16267776489258
reuters,18,0,147.86275029182434
reuters,18,1,153.66543984413147
reuters,18,2,141.56730794906616
reuters,18,3,144.3643729686737
reuters,18,4,148.17330050468445
reuters,19,0,146.7688913345337
reuters,19,1,146.4633059501648
reuters,19,2,146.0457043647766
reuters,19,3,147.7226264476776
reuters,19,4,146.6229271888733
reuters,20,0,150.65660572052002
reuters,20,1,146.03161096572876
reuters,20,2,152.0333251953125
reuters,20,3,146.53690314292908
reuters,20,4,144.86059522628784
reuters,21,0,147.07035899162292
reuters,21,1,145.1777045726776
reuters,21,2,145.95371079444885
reuters,21,3,144.62356424331665
reuters,21,4,145.88127207756042
reuters,22,0,150.75926327705383
reuters,22,1,148.11847376823425
reuters,22,2,146.7245008945465
reuters,22,3,149.38903999328613
reuters,22,4,149.47357535362244
reuters,23,0,149.80123162269592
reuters,23,1,148.18385076522827
reuters,23,2,149.22960114479065
reuters,23,3,148.78822422027588
reuters,23,4,151.06050515174866
reuters,24,0,146.4950144290924
reuters,24,1,147.00385522842407
reuters,24,2,151.08343863487244
reuters,24,3,146.8391990661621
reuters,24,4,147.53916096687317
reuters,25,0,147.6809220314026
reuters,25,1,148.42552518844604
reuters,25,2,148.3426718711853
reuters,25,3,149.7671172618866
reuters,25,4,147.79324388504028
reuters,26,0,150.53837895393372
reuters,26,1,147.09541583061218
reuters,26,2,147.1022346019745
reuters,26,3,147.3306770324707
reuters,26,4,133.87711691856384
reuters,27,0,128.75745248794556
reuters,27,1,144.64746260643005
reuters,27,2,146.28531217575073
reuters,27,3,149.53586792945862
reuters,27,4,146.7533519268036
reuters,28,0,147.23117327690125
reuters,28,1,147.2801218032837
reuters,28,2,146.3263223171234
reuters,28,3,146.02893590927124
reuters,28,4,147.0714316368103
reuters,29,0,540.3404068946838
reuters,29,1,542.8207383155823
reuters,29,2,543.920197725296
reuters,29,3,543.8167176246643
reuters,29,4,545.0773174762726
reuters,30,0,152.08063435554504
reuters,30,1,149.63641929626465
reuters,30,2,149.58776712417603
reuters,30,3,149.28812718391418
reuters,30,4,149.10626029968262
reuters,31,0,149.90140748023987
reuters,31,1,148.08675074577332
reuters,31,2,146.99388360977173
reuters,31,3,143.56414198875427
reuters,31,4,145.62129163742065
