dataset,num,iter,time
cifar10,0,0,3.4286766052246094
cifar10,0,1,3.0752980709075928
cifar10,0,2,3.0831196308135986
cifar10,0,3,2.855928897857666
cifar10,0,4,3.128216505050659
cifar10,1,0,3.525327205657959
cifar10,1,1,3.642698049545288
cifar10,1,2,3.6794469356536865
cifar10,1,3,3.660707473754883
cifar10,1,4,3.474916696548462
cifar10,2,0,3.736086845397949
cifar10,2,1,3.7064783573150635
cifar10,2,2,3.7993781566619873
cifar10,2,3,3.892171621322632
cifar10,2,4,3.946796417236328
cifar10,3,0,3.0665321350097656
cifar10,3,1,2.9331047534942627
cifar10,3,2,2.9473438262939453
cifar10,3,3,2.966407299041748
cifar10,3,4,2.921907901763916
cifar10,4,0,3.09808611869812
cifar10,4,1,3.047776460647583
cifar10,4,2,3.3626856803894043
cifar10,4,3,3.2562546730041504
cifar10,4,4,3.2633614540100098
cifar10,5,0,3.3157591819763184
cifar10,5,1,3.325853109359741
cifar10,5,2,3.2929818630218506
cifar10,5,3,3.5977189540863037
cifar10,5,4,3.442537546157837
cifar10,6,0,2.9942619800567627
cifar10,6,1,2.9498744010925293
cifar10,6,2,2.9687116146087646
cifar10,6,3,2.8866918087005615
cifar10,6,4,2.875490665435791
cifar10,7,0,2.82380747795105
cifar10,7,1,2.8849995136260986
cifar10,7,2,2.9759624004364014
cifar10,7,3,2.9317657947540283
cifar10,7,4,2.8529775142669678
cifar10,8,0,2.589186191558838
cifar10,8,1,2.6719183921813965
cifar10,8,2,2.5897092819213867
cifar10,8,3,2.9437153339385986
cifar10,8,4,2.7358016967773438
cifar10,9,0,3.8554329872131348
cifar10,9,1,3.8668506145477295
cifar10,9,2,3.719696044921875
cifar10,9,3,3.6421711444854736
cifar10,9,4,3.7991576194763184
cifar10,10,0,2.7424099445343018
cifar10,10,1,2.6718273162841797
cifar10,10,2,2.739105701446533
cifar10,10,3,2.773926258087158
cifar10,10,4,2.7586464881896973
cifar10,11,0,3.3252646923065186
cifar10,11,1,3.109881639480591
cifar10,11,2,3.032580614089966
cifar10,11,3,3.3184144496917725
cifar10,11,4,3.1355478763580322
cifar10,12,0,4.225934982299805
cifar10,12,1,4.3676300048828125
cifar10,12,2,4.390429496765137
cifar10,12,3,4.391801357269287
cifar10,12,4,4.0351293087005615
cifar10,13,0,2.666304588317871
cifar10,13,1,2.663898468017578
cifar10,13,2,2.708120346069336
cifar10,13,3,2.7020089626312256
cifar10,13,4,2.7850823402404785
cifar10,14,0,4.423227310180664
cifar10,14,1,4.192849636077881
cifar10,14,2,4.250840663909912
cifar10,14,3,4.288295745849609
cifar10,14,4,4.026551008224487
cifar10,15,0,2.8358988761901855
cifar10,15,1,2.8544256687164307
cifar10,15,2,3.1623780727386475
cifar10,15,3,2.9061152935028076
cifar10,15,4,2.902048349380493
cifar10,16,0,4.07355523109436
cifar10,16,1,3.976573944091797
cifar10,16,2,4.058186292648315
cifar10,16,3,4.588274002075195
cifar10,16,4,4.273212671279907
cifar10,17,0,2.8572206497192383
cifar10,17,1,3.252948045730591
cifar10,17,2,2.81996750831604
cifar10,17,3,2.8688604831695557
cifar10,17,4,3.1415934562683105
cifar10,18,0,4.641222715377808
cifar10,18,1,4.692643642425537
cifar10,18,2,4.621492385864258
cifar10,18,3,4.548461675643921
cifar10,18,4,4.801568508148193
cifar10,19,0,4.759795665740967
cifar10,19,1,4.70350980758667
cifar10,19,2,4.686534404754639
cifar10,19,3,4.536809206008911
cifar10,19,4,4.404448509216309
cifar10,20,0,3.9871246814727783
cifar10,20,1,4.268212556838989
cifar10,20,2,4.337453365325928
cifar10,20,3,4.205698728561401
cifar10,20,4,4.176045656204224
cifar10,21,0,3.162679433822632
cifar10,21,1,3.4605541229248047
cifar10,21,2,3.1943864822387695
cifar10,21,3,3.2333667278289795
cifar10,21,4,3.190037250518799
cifar10,22,0,3.187607765197754
cifar10,22,1,3.276735544204712
cifar10,22,2,3.2416954040527344
cifar10,22,3,3.703399896621704
cifar10,22,4,3.2349798679351807
cifar10,23,0,3.1091160774230957
cifar10,23,1,2.8713176250457764
cifar10,23,2,2.8829054832458496
cifar10,23,3,3.0708203315734863
cifar10,23,4,2.8788957595825195
cifar10,24,0,4.482051372528076
cifar10,24,1,4.381540060043335
cifar10,24,2,4.486972808837891
cifar10,24,3,4.6025190353393555
cifar10,24,4,4.68032169342041
cifar10,25,0,4.527047395706177
cifar10,25,1,4.368905305862427
