dataset,num,iter,time
reuters,0,0,166.10630249977112
reuters,0,1,163.92403984069824
reuters,0,2,165.02542304992676
reuters,0,3,164.4842405319214
reuters,0,4,165.8017075061798
reuters,1,0,166.85132241249084
reuters,1,1,169.62542867660522
reuters,1,2,166.10937476158142
reuters,1,3,162.9416539669037
reuters,1,4,163.9219720363617
reuters,2,0,163.28501677513123
reuters,2,1,166.6389639377594
reuters,2,2,163.85601091384888
reuters,2,3,162.9367973804474
reuters,2,4,164.2290756702423
reuters,3,0,164.89522004127502
reuters,3,1,164.04272556304932
reuters,3,2,164.5632700920105
reuters,3,3,166.3934507369995
reuters,3,4,162.74398159980774
reuters,4,0,162.75683069229126
reuters,4,1,164.29845452308655
reuters,4,2,162.76738667488098
reuters,4,3,162.84025073051453
reuters,4,4,163.6854271888733
reuters,5,0,162.0997679233551
reuters,5,1,164.61579990386963
reuters,5,2,165.19924306869507
reuters,5,3,161.71446871757507
reuters,5,4,164.48663854599
reuters,6,0,162.55469822883606
reuters,6,1,163.31236362457275
reuters,6,2,163.64827418327332
reuters,6,3,165.00408458709717
reuters,6,4,164.32175421714783
reuters,7,0,164.18218421936035
reuters,7,1,164.9940845966339
reuters,7,2,164.4564127922058
reuters,7,3,164.66325116157532
reuters,7,4,162.1903522014618
reuters,8,0,162.3824143409729
reuters,8,1,164.1743676662445
reuters,8,2,163.22609424591064
reuters,8,3,163.69888377189636
reuters,8,4,164.18726563453674
reuters,9,0,165.82477068901062
reuters,9,1,165.60000133514404
reuters,9,2,165.7479727268219
reuters,9,3,162.88027691841125
reuters,9,4,164.0751073360443
reuters,10,0,163.3706431388855
reuters,10,1,162.9358367919922
reuters,10,2,162.3716447353363
reuters,10,3,161.87301111221313
reuters,10,4,163.73834896087646
reuters,11,0,163.2963137626648
reuters,11,1,164.21633195877075
reuters,11,2,163.39933919906616
reuters,11,3,163.5307741165161
reuters,11,4,161.61616396903992
reuters,12,0,161.4524221420288
reuters,12,1,165.28112173080444
reuters,12,2,166.54650735855103
reuters,12,3,162.2213168144226
reuters,12,4,160.96032619476318
reuters,13,0,163.50613164901733
reuters,13,1,164.5839159488678
reuters,13,2,162.98627090454102
reuters,13,3,164.2556734085083
reuters,13,4,162.46439623832703
reuters,14,0,163.86798071861267
reuters,14,1,164.28459906578064
reuters,14,2,164.3870074748993
reuters,14,3,163.1813600063324
reuters,14,4,167.35706305503845
reuters,15,0,166.54279685020447
reuters,15,1,166.2482476234436
reuters,15,2,164.37933731079102
reuters,15,3,166.25518202781677
reuters,15,4,165.1718032360077
reuters,16,0,166.26735734939575
reuters,16,1,165.52314496040344
reuters,16,2,164.42333364486694
reuters,16,3,160.6650586128235
reuters,16,4,166.03958225250244
reuters,17,0,164.07153987884521
reuters,17,1,164.41852712631226
reuters,17,2,165.97603178024292
reuters,17,3,164.34795379638672
reuters,17,4,165.91079115867615
reuters,18,0,173.55289793014526
reuters,18,1,166.15565609931946
reuters,18,2,165.23602867126465
reuters,18,3,161.98331332206726
reuters,18,4,166.4300675392151
reuters,19,0,165.73941373825073
reuters,19,1,161.7477309703827
reuters,19,2,161.9934949874878
reuters,19,3,161.55462622642517
reuters,19,4,164.02288627624512
reuters,20,0,160.80807900428772
reuters,20,1,164.779305934906
reuters,20,2,167.9395534992218
reuters,20,3,165.4987554550171
reuters,20,4,167.19446897506714
reuters,21,0,165.18299078941345
reuters,21,1,165.3793740272522
reuters,21,2,164.42523980140686
reuters,21,3,165.6145339012146
reuters,21,4,166.20020008087158
reuters,22,0,165.5177516937256
reuters,22,1,166.26354932785034
reuters,22,2,166.54038500785828
reuters,22,3,165.65398001670837
reuters,22,4,165.73952293395996
reuters,23,0,168.50997853279114
reuters,23,1,167.45775389671326
reuters,23,2,168.14303874969482
reuters,23,3,167.6351945400238
reuters,23,4,166.02901124954224
reuters,24,0,165.4441168308258
reuters,24,1,166.3075737953186
reuters,24,2,163.90862560272217
reuters,24,3,165.01859140396118
reuters,24,4,165.65192580223083
reuters,25,0,166.66766023635864
reuters,25,1,166.95081210136414
reuters,25,2,166.3176670074463
reuters,25,3,163.63665056228638
reuters,25,4,164.92814183235168
reuters,26,0,163.25442838668823
reuters,26,1,164.13255381584167
reuters,26,2,164.29410481452942
reuters,26,3,162.63072609901428
reuters,26,4,166.05853176116943
reuters,27,0,165.6653389930725
reuters,27,1,165.89725041389465
reuters,27,2,164.8344042301178
reuters,27,3,164.891676902771
reuters,27,4,166.39184165000916
reuters,28,0,164.49811148643494
reuters,28,1,166.3762559890747
reuters,28,2,164.26039695739746
reuters,28,3,166.5610544681549
reuters,28,4,166.33741116523743
reuters,29,0,622.6969747543335
reuters,29,1,624.6938343048096
reuters,29,2,627.8013739585876
reuters,29,3,627.3462891578674
reuters,29,4,620.3148574829102
reuters,30,0,168.01885104179382
reuters,30,1,167.98326325416565
reuters,30,2,168.15226984024048
reuters,30,3,168.55320525169373
reuters,30,4,167.81773567199707
reuters,31,0,166.33355069160461
reuters,31,1,166.0886685848236
reuters,31,2,165.4256875514984
reuters,31,3,164.58281016349792
reuters,31,4,166.5773479938507
