dataset,num,iter,time
mnist,0,0,4.41004204750061
mnist,0,1,4.569152355194092
mnist,0,2,4.568309545516968
mnist,0,3,4.16999888420105
mnist,0,4,4.208466529846191
mnist,1,0,4.248796701431274
mnist,1,1,4.12624716758728
mnist,1,2,4.332674741744995
mnist,1,3,4.278576612472534
mnist,1,4,4.154503583908081
mnist,2,0,8.50371766090393
mnist,2,1,8.34911298751831
mnist,2,2,8.30921483039856
mnist,2,3,8.489438772201538
mnist,2,4,8.441993474960327
mnist,3,0,3.9457309246063232
mnist,3,1,4.100414752960205
mnist,3,2,4.179520130157471
mnist,3,3,4.223550319671631
mnist,3,4,4.169398069381714
mnist,4,0,3.958855628967285
mnist,4,1,4.268171310424805
mnist,4,2,4.1078269481658936
mnist,4,3,4.163751602172852
mnist,4,4,4.176501274108887
mnist,5,0,3.875894069671631
mnist,5,1,4.018402338027954
mnist,5,2,3.913374900817871
mnist,5,3,4.177402019500732
mnist,5,4,3.988086223602295
mnist,6,0,22.892332077026367
mnist,6,1,22.88595938682556
mnist,6,2,23.02760934829712
mnist,6,3,23.091431140899658
mnist,6,4,23.164853811264038
mnist,7,0,3.5234224796295166
mnist,7,1,3.8485453128814697
mnist,7,2,3.5717241764068604
mnist,7,3,21.5884952545166
mnist,7,4,3.692610025405884
mnist,8,0,5.5630552768707275
mnist,8,1,5.404984951019287
mnist,8,2,5.528061151504517
mnist,8,3,5.409412860870361
mnist,8,4,5.576985597610474
mnist,9,0,22.186657428741455
mnist,9,1,8.529316663742065
mnist,9,2,8.500047445297241
mnist,9,3,8.571221590042114
mnist,9,4,26.913615703582764
mnist,10,0,3.936453104019165
mnist,10,1,3.91909122467041
mnist,10,2,3.8647918701171875
mnist,10,3,3.830557107925415
mnist,10,4,3.854564666748047
mnist,11,0,4.083378553390503
mnist,11,1,4.0910656452178955
mnist,11,2,4.274249076843262
mnist,11,3,4.025208950042725
mnist,11,4,4.139043569564819
mnist,12,0,5.422281980514526
mnist,12,1,5.475030183792114
mnist,12,2,5.631821155548096
mnist,12,3,5.4080071449279785
mnist,12,4,5.580630302429199
mnist,13,0,8.405028581619263
mnist,13,1,8.495102643966675
mnist,13,2,8.536336183547974
mnist,13,3,25.435635566711426
mnist,13,4,8.357063293457031
mnist,14,0,3.7854251861572266
mnist,14,1,4.034272193908691
mnist,14,2,3.783302068710327
mnist,14,3,3.8700501918792725
mnist,14,4,4.079878091812134
mnist,15,0,18.13142704963684
mnist,15,1,3.8116583824157715
mnist,15,2,4.013907194137573
mnist,15,3,3.8814210891723633
mnist,15,4,3.8875105381011963
mnist,16,0,4.085963010787964
mnist,16,1,3.86575984954834
mnist,16,2,4.019103765487671
mnist,16,3,3.9704384803771973
mnist,16,4,4.011744976043701
mnist,17,0,4.010332345962524
mnist,17,1,4.042620897293091
mnist,17,2,3.9998466968536377
mnist,17,3,4.138097763061523
mnist,17,4,4.1392271518707275
mnist,18,0,3.8950278759002686
mnist,18,1,4.1252100467681885
mnist,18,2,16.174198865890503
mnist,18,3,3.9967079162597656
mnist,18,4,4.0778961181640625
mnist,19,0,3.839449882507324
mnist,19,1,3.8487679958343506
mnist,19,2,3.8708555698394775
mnist,19,3,3.7881288528442383
mnist,19,4,3.8481812477111816
mnist,20,0,22.013921976089478
mnist,20,1,8.31447720527649
mnist,20,2,8.357885122299194
mnist,20,3,8.232112169265747
mnist,20,4,26.799659967422485
mnist,21,0,3.8223838806152344
mnist,21,1,3.849594831466675
mnist,21,2,4.002872467041016
mnist,21,3,3.825432777404785
mnist,21,4,3.9010159969329834
mnist,22,0,3.7475881576538086
mnist,22,1,3.5658254623413086
mnist,22,2,3.5673646926879883
mnist,22,3,14.442626953125
mnist,22,4,3.796799898147583
mnist,23,0,3.8868839740753174
mnist,23,1,3.6817286014556885
mnist,23,2,3.7693512439727783
mnist,23,3,3.7421908378601074
mnist,23,4,3.707346200942993
mnist,24,0,24.124581336975098
mnist,24,1,8.551234483718872
mnist,24,2,8.403008222579956
mnist,24,3,8.593736410140991
mnist,24,4,8.412500858306885
mnist,25,0,20.473571062088013
mnist,25,1,3.8728466033935547
mnist,25,2,3.8762295246124268
mnist,25,3,3.808549642562866
mnist,25,4,3.947695016860962
mnist,26,0,3.6510798931121826
mnist,26,1,3.682790756225586
mnist,26,2,4.021140813827515
mnist,26,3,3.7053420543670654
mnist,26,4,13.861033201217651
mnist,27,0,5.681255340576172
mnist,27,1,5.478718519210815
mnist,27,2,5.5661749839782715
mnist,27,3,5.385138511657715
mnist,27,4,5.49831748008728
mnist,28,0,4.13170051574707
mnist,28,1,17.322041988372803
mnist,28,2,3.8878464698791504
mnist,28,3,4.042712211608887
mnist,28,4,3.821986198425293
mnist,29,0,3.814220428466797
mnist,29,1,4.016252756118774
mnist,29,2,3.8768441677093506
mnist,29,3,3.904097318649292
mnist,29,4,4.05679726600647
mnist,30,0,3.8935203552246094
mnist,30,1,3.987333059310913
mnist,30,2,4.006276369094849
mnist,30,3,4.018624782562256
mnist,30,4,3.8341288566589355
mnist,31,0,4.183980464935303
mnist,31,1,3.8982887268066406
mnist,31,2,4.106492757797241
mnist,31,3,16.11389470100403
mnist,31,4,4.059736728668213
mnist,32,0,5.209380388259888
mnist,32,1,5.194454193115234
mnist,32,2,5.131611108779907
mnist,32,3,5.340681076049805
mnist,32,4,5.266909599304199
mnist,33,0,4.3198230266571045
mnist,33,1,4.188936948776245
mnist,33,2,4.40038275718689
mnist,33,3,4.067641973495483
mnist,33,4,4.197281360626221
mnist,34,0,6.547523736953735
mnist,34,1,6.556679964065552
mnist,34,2,7.183423042297363
mnist,34,3,6.553401708602905
mnist,34,4,6.538353443145752
mnist,35,0,6.861819744110107
mnist,35,1,6.94370174407959
mnist,35,2,6.750519275665283
mnist,35,3,6.779007911682129
