dataset,num,iter,time
circle,0,0,0.7854783535003662
circle,0,1,0.7728309631347656
circle,0,2,0.8818202018737793
circle,0,3,0.77353835105896
circle,0,4,0.8862478733062744
circle,1,0,0.7467215061187744
circle,1,1,0.7536497116088867
circle,1,2,0.8072993755340576
circle,1,3,0.7649862766265869
circle,1,4,0.8712036609649658
circle,2,0,0.5472757816314697
circle,2,1,0.5674495697021484
circle,2,2,0.5439507961273193
circle,2,3,0.6487288475036621
circle,2,4,0.5561904907226562
circle,3,0,0.555288553237915
circle,3,1,0.5506517887115479
circle,3,2,0.5801866054534912
circle,3,3,0.5593154430389404
circle,3,4,0.5577859878540039
circle,4,0,0.8379931449890137
circle,4,1,0.7315945625305176
circle,4,2,0.7499310970306396
circle,4,3,0.7219991683959961
circle,4,4,0.722825288772583
circle,5,0,0.502903938293457
circle,5,1,0.6096477508544922
circle,5,2,0.49335217475891113
circle,5,3,0.5107085704803467
circle,5,4,0.5067925453186035
circle,6,0,0.7153027057647705
circle,6,1,0.6201856136322021
circle,6,2,0.6195070743560791
circle,6,3,0.7148945331573486
circle,6,4,0.624697208404541
circle,7,0,0.6215338706970215
circle,7,1,0.7214303016662598
circle,7,2,0.6155717372894287
circle,7,3,0.6362218856811523
circle,7,4,0.6089823246002197
circle,8,0,1.5280447006225586
circle,8,1,1.4692857265472412
circle,8,2,1.5857408046722412
circle,8,3,1.456712007522583
circle,8,4,1.4408531188964844
circle,9,0,0.5828897953033447
circle,9,1,0.7190852165222168
circle,9,2,0.5509681701660156
circle,9,3,0.5514590740203857
circle,9,4,0.5565800666809082
circle,10,0,0.6694424152374268
circle,10,1,0.655646562576294
circle,10,2,0.6486375331878662
circle,10,3,0.7539272308349609
circle,10,4,0.6625669002532959
circle,11,0,1.2494821548461914
circle,11,1,1.1855871677398682
circle,11,2,1.33156418800354
circle,11,3,1.2521538734436035
circle,11,4,1.1922643184661865
circle,12,0,0.6750617027282715
circle,12,1,0.6853377819061279
circle,12,2,0.5715692043304443
circle,12,3,0.5679142475128174
circle,12,4,0.5807998180389404
circle,13,0,0.8326988220214844
circle,13,1,0.8520715236663818
circle,13,2,0.9519093036651611
circle,13,3,0.8414187431335449
circle,13,4,0.8721354007720947
circle,14,0,1.1656827926635742
circle,14,1,1.2852189540863037
circle,14,2,1.1741423606872559
circle,14,3,1.3020312786102295
circle,14,4,1.1831989288330078
circle,15,0,0.654289722442627
circle,15,1,0.6482982635498047
circle,15,2,0.645829439163208
circle,15,3,0.7694957256317139
circle,15,4,0.6473798751831055
circle,16,0,1.2600138187408447
circle,16,1,1.1901988983154297
circle,16,2,1.2364513874053955
circle,16,3,1.2595303058624268
circle,16,4,1.217005968093872
circle,17,0,1.0701806545257568
circle,17,1,0.973243236541748
circle,17,2,1.0742113590240479
circle,17,3,1.0176777839660645
circle,17,4,1.053283929824829
circle,18,0,1.77976393699646
circle,18,1,1.721756935119629
circle,18,2,1.7280936241149902
circle,18,3,1.67573881149292
circle,18,4,1.6826343536376953
circle,19,0,1.3303890228271484
circle,19,1,1.208625078201294
circle,19,2,1.193187952041626
circle,19,3,1.310964822769165
circle,19,4,1.2081995010375977
circle,20,0,0.8282384872436523
circle,20,1,0.7430288791656494
circle,20,2,0.7253310680389404
circle,20,3,0.8252573013305664
circle,20,4,0.7181746959686279
circle,21,0,0.7194442749023438
circle,21,1,0.738762378692627
circle,21,2,0.7301490306854248
circle,21,3,0.8252055644989014
circle,21,4,0.717278003692627
circle,22,0,0.7224879264831543
circle,22,1,0.8148508071899414
circle,22,2,0.7199304103851318
circle,22,3,0.7095978260040283
circle,22,4,0.7085952758789062
circle,23,0,0.7073543071746826
circle,23,1,0.9807980060577393
circle,23,2,0.704340934753418
circle,23,3,0.7164580821990967
circle,23,4,0.7141594886779785
circle,24,0,1.442540168762207
circle,24,1,1.4366652965545654
circle,24,2,1.4269623756408691
circle,24,3,1.5694122314453125
circle,24,4,1.5346744060516357
circle,25,0,1.1974339485168457
circle,25,1,1.3353779315948486
circle,25,2,1.1903460025787354
circle,25,3,1.2165558338165283
circle,25,4,1.3846468925476074
circle,26,0,1.8300724029541016
circle,26,1,1.6814804077148438
circle,26,2,1.6702044010162354
circle,26,3,1.6583423614501953
circle,26,4,1.7001895904541016
circle,27,0,0.7134974002838135
circle,27,1,0.7219889163970947
circle,27,2,0.737468957901001
circle,27,3,0.833951473236084
circle,27,4,0.7201921939849854
circle,28,0,0.7006387710571289
circle,28,1,0.7181415557861328
circle,28,2,0.7937095165252686
circle,28,3,0.7134609222412109
circle,28,4,0.713979959487915
circle,29,0,0.9776792526245117
circle,29,1,0.9843518733978271
circle,29,2,0.9433789253234863
circle,29,3,0.969491720199585
circle,29,4,0.9570343494415283
circle,30,0,1.4573986530303955
circle,30,1,1.5873305797576904
circle,30,2,1.5704498291015625
circle,30,3,1.4454169273376465
circle,30,4,1.6033852100372314
circle,31,0,0.8462855815887451
circle,31,1,0.7056469917297363
circle,31,2,0.7362897396087646
circle,31,3,0.8083622455596924
circle,31,4,0.7215824127197266
circle,32,0,1.2772564888000488
circle,32,1,1.195591926574707
circle,32,2,1.1989657878875732
circle,32,3,1.3161063194274902
circle,32,4,1.2040648460388184
circle,33,0,1.4493680000305176
circle,33,1,1.5796215534210205
circle,33,2,1.502805471420288
circle,33,3,1.4387450218200684
circle,33,4,1.4036126136779785
circle,34,0,1.0523357391357422
circle,34,1,0.9354832172393799
circle,34,2,1.0290374755859375
circle,34,3,0.9277598857879639
circle,34,4,0.9308757781982422
circle,35,0,0.9486086368560791
circle,35,1,0.9291622638702393
circle,35,2,0.9325382709503174
circle,35,3,0.9239935874938965
circle,35,4,0.9315371513366699
