index,BC
DT_0,0.730278215821827
DT_1,0.7539766415645142
DT_2,0.6920332288475075
DT_3,0.7426350940619879
DT_4,0.7092397411629072
DT_5,0.7502011988330792
DT_6,0.7726536695646269
DT_7,0.7192708633247689
DT_8,0.7738111825929196
DT_9,0.7785836389438064
RF_0,0.719925825877543
RF_1,0.7287092738600184
RF_2,0.6841669392160878
RF_3,0.7047711228080988
RF_4,0.6963329093275368
RF_5,0.7016736866585844
RF_6,0.707980472516512
RF_7,0.717287108308605
RF_8,0.716660636850526
RF_9,0.7472519333147211
NB_0,0.7241784809499637
NB_1,0.7822276253426724
NB_2,0.683436497220269
NB_3,0.7673032128636204
NB_4,0.7247540331364105
NB_5,0.753531034957252
NB_6,0.7528858747255883
NB_7,0.7187957381378448
NB_8,0.7546571125669822
NB_9,0.6901011111758188
KNN_0,0.6074408427834119
KNN_1,0.6405428603407587
KNN_2,0.6336760488385557
KNN_3,0.620943642200549
KNN_4,0.6136144462237567
KNN_5,0.6211725037310292
KNN_6,0.5784801090547345
KNN_7,0.6031069168011254
KNN_8,0.6150882162929654
KNN_9,0.6111771649832864
LR_0,0.6675319489084772
LR_1,0.6841899782345727
LR_2,0.6520844732082427
LR_3,0.6554345664020859
LR_4,0.6240344261888799
LR_5,0.6682333860256067
LR_6,0.677330086059792
LR_7,0.6566130526078047
LR_8,0.6258404908466277
LR_9,0.6785516388775856
