index,BC
DT_0,0.6581196581196581
DT_1,0.6566951566951567
DT_2,0.6552706552706553
DT_3,0.6581196581196581
DT_4,0.6524216524216524
DT_5,0.6595441595441596
DT_6,0.6581196581196581
DT_7,0.6495726495726496
DT_8,0.6581196581196581
DT_9,0.6552706552706553
RF_0,0.6524216524216524
RF_1,0.6566951566951567
RF_2,0.6552706552706553
RF_3,0.6581196581196581
RF_4,0.6524216524216524
RF_5,0.6552706552706553
RF_6,0.6509971509971509
RF_7,0.6367521367521367
RF_8,0.6581196581196581
RF_9,0.6552706552706553
NB_0,0.1752136752136752
NB_1,0.17663817663817663
NB_2,0.17663817663817663
NB_3,0.1752136752136752
NB_4,0.1752136752136752
NB_5,0.1794871794871795
NB_6,0.17663817663817663
NB_7,0.16951566951566951
NB_8,0.17094017094017094
NB_9,0.1752136752136752
KNN_0,0.6609686609686609
KNN_1,0.6481481481481481
KNN_2,0.6225071225071225
KNN_3,0.6396011396011396
KNN_4,0.6396011396011396
KNN_5,0.6381766381766382
KNN_6,0.6282051282051282
KNN_7,0.6239316239316239
KNN_8,0.6296296296296297
KNN_9,0.6282051282051282
LR_0,0.6566951566951567
LR_1,0.6566951566951567
LR_2,0.6566951566951567
LR_3,0.6566951566951567
LR_4,0.6552706552706553
LR_5,0.6552706552706553
LR_6,0.6552706552706553
LR_7,0.6566951566951567
LR_8,0.6566951566951567
LR_9,0.6566951566951567
