index,BC
DT_0,0.1437701198452845
DT_1,0.1443713704465351
DT_2,0.1406084552151968
DT_3,0.15049872155135313
DT_4,0.1387813365668037
DT_5,0.15228603980016833
DT_6,0.1570657869971371
DT_7,0.16166291797870744
DT_8,0.14654513084869683
DT_9,0.14153416327704507
RF_0,0.16089889261727605
RF_1,0.1443713704465351
RF_2,0.1406084552151968
RF_3,0.15049872155135313
RF_4,0.1387813365668037
RF_5,0.15187662578966926
RF_6,0.16348057376076108
RF_7,0.16045988835275218
RF_8,0.14654513084869683
RF_9,0.1413836115908655
NB_0,0.05347095889688629
NB_1,0.05422354282021428
NB_2,0.05422354282021428
NB_3,0.05347095889688629
NB_4,0.05348456865962276
NB_5,0.05573825786322625
NB_6,0.05423860056667195
NB_7,0.05043227157344735
NB_8,0.051196235493166264
NB_9,0.05347095889688629
KNN_0,0.2661394018517964
KNN_1,0.20854374307862678
KNN_2,0.1918321193905127
KNN_3,0.19963413481595293
KNN_4,0.20676110563101932
KNN_5,0.2071659936198088
KNN_6,0.1961329145237191
KNN_7,0.2081685351412804
KNN_8,0.20334359296302962
KNN_9,0.18894343052587
LR_0,0.13212955001433077
LR_1,0.13212955001433077
LR_2,0.13212955001433077
LR_3,0.13212955001433077
LR_4,0.13195639701663797
LR_5,0.13195639701663797
LR_6,0.13195639701663797
LR_7,0.13212955001433077
LR_8,0.13212955001433077
LR_9,0.13212955001433077
