index,BC
DT_0,0.780952380952381
DT_1,0.8222222222222222
DT_2,0.8
DT_3,0.8317460317460318
DT_4,0.7904761904761904
DT_5,0.8222222222222222
DT_6,0.8380952380952381
DT_7,0.7841269841269841
DT_8,0.819047619047619
DT_9,0.819047619047619
RF_0,0.8380952380952381
RF_1,0.8539682539682539
RF_2,0.8253968253968254
RF_3,0.8444444444444444
RF_4,0.8285714285714286
RF_5,0.8317460317460318
RF_6,0.8507936507936508
RF_7,0.8412698412698413
RF_8,0.8539682539682539
RF_9,0.8634920634920635
NB_0,0.5904761904761905
NB_1,0.6
NB_2,0.5682539682539682
NB_3,0.653968253968254
NB_4,0.6349206349206349
NB_5,0.6761904761904762
NB_6,0.6031746031746031
NB_7,0.6095238095238096
NB_8,0.638095238095238
NB_9,0.6190476190476191
KNN_0,0.7555555555555555
KNN_1,0.7841269841269841
KNN_2,0.7746031746031746
KNN_3,0.7555555555555555
KNN_4,0.7714285714285715
KNN_5,0.7492063492063492
KNN_6,0.7238095238095238
KNN_7,0.7523809523809524
KNN_8,0.7777777777777778
KNN_9,0.7555555555555555
LR_0,0.7746031746031746
LR_1,0.8095238095238095
LR_2,0.8031746031746032
LR_3,0.7904761904761904
LR_4,0.7714285714285715
LR_5,0.7968253968253968
LR_6,0.780952380952381
LR_7,0.7777777777777778
LR_8,0.7619047619047619
LR_9,0.8
