index,BC
DT_0,0.8159722222222222
DT_1,0.8472222222222222
DT_2,0.8298611111111112
DT_3,0.7777777777777778
DT_4,0.8020833333333334
DT_5,0.8159722222222222
DT_6,0.7986111111111112
DT_7,0.8090277777777778
DT_8,0.8194444444444444
DT_9,0.8159722222222222
RF_0,0.8576388888888888
RF_1,0.8784722222222222
RF_2,0.8576388888888888
RF_3,0.8611111111111112
RF_4,0.8680555555555556
RF_5,0.8680555555555556
RF_6,0.8645833333333334
RF_7,0.8541666666666666
RF_8,0.8576388888888888
RF_9,0.8680555555555556
NB_0,0.4444444444444444
NB_1,0.4236111111111111
NB_2,0.4340277777777778
NB_3,0.4236111111111111
NB_4,0.4479166666666667
NB_5,0.46875
NB_6,0.3819444444444444
NB_7,0.3541666666666667
NB_8,0.4722222222222222
NB_9,0.46875
KNN_0,0.8090277777777778
KNN_1,0.8333333333333334
KNN_2,0.8055555555555556
KNN_3,0.8229166666666666
KNN_4,0.8194444444444444
KNN_5,0.8194444444444444
KNN_6,0.8055555555555556
KNN_7,0.8159722222222222
KNN_8,0.8229166666666666
KNN_9,0.8402777777777778
LR_0,0.8576388888888888
LR_1,0.875
LR_2,0.8506944444444444
LR_3,0.8715277777777778
LR_4,0.8645833333333334
LR_5,0.8680555555555556
LR_6,0.875
LR_7,0.8263888888888888
LR_8,0.8576388888888888
LR_9,0.875
