index,BC
DT_0,0.8831908831908832
DT_1,0.8632478632478633
DT_2,0.8746438746438746
DT_3,0.9116809116809117
DT_4,0.886039886039886
DT_5,0.8803418803418803
DT_6,0.8717948717948718
DT_7,0.8774928774928775
DT_8,0.8660968660968661
DT_9,0.8660968660968661
RF_0,0.8888888888888888
RF_1,0.886039886039886
RF_2,0.8689458689458689
RF_3,0.9145299145299145
RF_4,0.886039886039886
RF_5,0.8974358974358975
RF_6,0.8717948717948718
RF_7,0.8717948717948718
RF_8,0.9116809116809117
RF_9,0.8803418803418803
NB_0,0.20512820512820512
NB_1,0.20797720797720798
NB_2,0.2222222222222222
NB_3,0.23931623931623933
NB_4,0.19373219373219372
NB_5,0.301994301994302
NB_6,0.150997150997151
NB_7,0.21082621082621084
NB_8,0.19373219373219372
NB_9,0.21652421652421652
KNN_0,0.8091168091168092
KNN_1,0.7492877492877493
KNN_2,0.7977207977207977
KNN_3,0.7777777777777778
KNN_4,0.7407407407407407
KNN_5,0.7293447293447294
KNN_6,0.7663817663817664
KNN_7,0.7521367521367521
KNN_8,0.7492877492877493
KNN_9,0.7977207977207977
LR_0,0.6666666666666666
LR_1,0.6666666666666666
LR_2,0.6666666666666666
LR_3,0.6524216524216524
LR_4,0.6666666666666666
LR_5,0.6666666666666666
LR_6,0.6666666666666666
LR_7,0.6666666666666666
LR_8,0.6666666666666666
LR_9,0.6666666666666666
