index,BC
DT_0,0.4238756350155313
DT_1,0.3018886949777002
DT_2,0.34700176366843033
DT_3,0.40849754374344543
DT_4,0.28509274413529734
DT_5,0.28995806665195323
DT_6,0.252991452991453
DT_7,0.3140006031197741
DT_8,0.21318342151675485
DT_9,0.29598506069094305
RF_0,0.3235064209938582
RF_1,0.2785477375029614
RF_2,0.2651815181518152
RF_3,0.47896312260536394
RF_4,0.27126273394930106
RF_5,0.24276345545002262
RF_6,0.27716982224538245
RF_7,0.5509121061359867
RF_8,0.17303910858641033
RF_9,0.2048357009614005
NB_0,0.16456430332028418
NB_1,0.16131456263035213
NB_2,0.15243942129373764
NB_3,0.1712309542902967
NB_4,0.1405408583186361
NB_5,0.17255062944718116
NB_6,0.20229855371900826
NB_7,0.1489709415658008
NB_8,0.16302782460638007
NB_9,0.14269135227449153
KNN_0,0.14761904761904762
KNN_1,0.14653784219001612
KNN_2,0.17899522268454307
KNN_3,0.1615040838341809
KNN_4,0.16317492761028785
KNN_5,0.1622977346278317
KNN_6,0.14761904761904762
KNN_7,0.14761904761904762
KNN_8,0.14285714285714285
KNN_9,0.1484992101105845
LR_0,0.15023474178403756
LR_1,0.15023474178403756
LR_2,0.15023474178403756
LR_3,0.15023474178403756
LR_4,0.15023474178403756
LR_5,0.15023474178403756
LR_6,0.15023474178403756
LR_7,0.15023474178403756
LR_8,0.15023474178403756
LR_9,0.15023474178403756
