index,BC
DT_0,0.7191358024691358
DT_1,0.6975308641975309
DT_2,0.6975308641975309
DT_3,0.654320987654321
DT_4,0.7067901234567902
DT_5,0.7345679012345679
DT_6,0.6635802469135802
DT_7,0.7160493827160493
DT_8,0.6296296296296297
DT_9,0.6728395061728395
RF_0,0.7129629629629629
RF_1,0.7129629629629629
RF_2,0.6851851851851852
RF_3,0.6574074074074074
RF_4,0.7098765432098766
RF_5,0.7283950617283951
RF_6,0.6975308641975309
RF_7,0.7222222222222222
RF_8,0.6358024691358025
RF_9,0.7345679012345679
NB_0,0.20679012345679013
NB_1,0.15432098765432098
NB_2,0.1882716049382716
NB_3,0.22839506172839505
NB_4,0.18518518518518517
NB_5,0.2006172839506173
NB_6,0.21296296296296297
NB_7,0.2037037037037037
NB_8,0.2006172839506173
NB_9,0.1728395061728395
KNN_0,0.6172839506172839
KNN_1,0.5648148148148148
KNN_2,0.5771604938271605
KNN_3,0.6049382716049383
KNN_4,0.6018518518518519
KNN_5,0.6358024691358025
KNN_6,0.6265432098765432
KNN_7,0.5987654320987654
KNN_8,0.5740740740740741
KNN_9,0.5648148148148148
LR_0,0.5802469135802469
LR_1,0.5771604938271605
LR_2,0.5802469135802469
LR_3,0.5802469135802469
LR_4,0.5802469135802469
LR_5,0.5771604938271605
LR_6,0.5802469135802469
LR_7,0.5771604938271605
LR_8,0.5771604938271605
LR_9,0.5802469135802469
