index,BC
DT_0,0.7972109775809965
DT_1,0.7652773342622966
DT_2,0.795024845226458
DT_3,0.827696038337923
DT_4,0.8092593149492638
DT_5,0.801533766662522
DT_6,0.7649349060867702
DT_7,0.8037581733101352
DT_8,0.7599098580744151
DT_9,0.7913480426754321
RF_0,0.7934855793120957
RF_1,0.7972717229409255
RF_2,0.7834269380684318
RF_3,0.8345971186228126
RF_4,0.8038719687057282
RF_5,0.824415811489622
RF_6,0.7783928535311212
RF_7,0.7844521678574686
RF_8,0.8279767635601645
RF_9,0.8078382638349538
NB_0,0.11265149738056142
NB_1,0.10565234588653344
NB_2,0.12916594730135242
NB_3,0.11332766501140588
NB_4,0.11811400545899264
NB_5,0.1743894955655535
NB_6,0.08024818122541992
NB_7,0.12341313456193419
NB_8,0.1052576338762282
NB_9,0.1277730556480973
KNN_0,0.6738950637393692
KNN_1,0.5532463411912564
KNN_2,0.6238856091718001
KNN_3,0.5762271775345127
KNN_4,0.5180486729365982
KNN_5,0.4665500738577662
KNN_6,0.5823281018234986
KNN_7,0.5496718237992803
KNN_8,0.5734511763796862
KNN_9,0.6224000408260381
LR_0,0.13333333333333333
LR_1,0.13333333333333333
LR_2,0.13333333333333333
LR_3,0.1327536231884058
LR_4,0.13333333333333333
LR_5,0.13333333333333333
LR_6,0.13333333333333333
LR_7,0.13333333333333333
LR_8,0.13333333333333333
LR_9,0.13333333333333333
