index,BC
DT_0,0.6121565277943866
DT_1,0.5794017450437043
DT_2,0.5924883506531889
DT_3,0.5465391474942037
DT_4,0.5925843142509809
DT_5,0.6334796117771687
DT_6,0.5765342669880341
DT_7,0.6030868711975373
DT_8,0.5004498161713781
DT_9,0.574622003103244
RF_0,0.612455550403906
RF_1,0.6210055487183104
RF_2,0.5783868785744769
RF_3,0.5356610939325911
RF_4,0.5903410992852572
RF_5,0.621824305967146
RF_6,0.600615723418838
RF_7,0.6030196081617739
RF_8,0.49477717488364625
RF_9,0.6291184463096865
NB_0,0.1461658775799886
NB_1,0.09615402605629779
NB_2,0.13669424860109305
NB_3,0.16555657885933117
NB_4,0.12847972953177825
NB_5,0.1424013904915051
NB_6,0.15340152188744802
NB_7,0.14522090165776713
NB_8,0.15294096866313184
NB_9,0.12472102558309456
KNN_0,0.4035280341068019
KNN_1,0.3266131907308378
KNN_2,0.3806379114983154
KNN_3,0.38955295787154093
KNN_4,0.4026017952295518
KNN_5,0.39662300864486655
KNN_6,0.4222310347118828
KNN_7,0.37804847128345437
KNN_8,0.35559472005286413
KNN_9,0.3301854308217606
LR_0,0.12239583333333333
LR_1,0.12198303979125896
LR_2,0.12239583333333333
LR_3,0.12239583333333333
LR_4,0.12239583333333333
LR_5,0.12198303979125896
LR_6,0.12239583333333333
LR_7,0.12198303979125896
LR_8,0.12198303979125896
LR_9,0.12239583333333333
