index,BC
DT_0,0.5036058555966823
DT_1,0.5037542918437732
DT_2,0.5022409088329656
DT_3,0.5058564532548303
DT_4,0.5012961180519321
DT_5,0.5066193875811869
DT_6,0.5078933774957698
DT_7,0.5101896544654658
DT_8,0.5044717081715656
DT_9,0.502447271820058
RF_0,0.5114550914089331
RF_1,0.5037542918437732
RF_2,0.5022409088329656
RF_3,0.5058564532548303
RF_4,0.5012961180519321
RF_5,0.5059418351287671
RF_6,0.509060656758389
RF_7,0.5088635293081006
RF_8,0.5044717081715656
RF_9,0.5026684892602621
NB_0,0.502902408251804
NB_1,0.50322489805756
NB_2,0.50322489805756
NB_3,0.502902408251804
NB_4,0.5029059449866903
NB_5,0.5038745933155871
NB_6,0.5032288277629893
NB_7,0.50161244902878
NB_8,0.5019349388345359
NB_9,0.502902408251804
KNN_0,0.5536004360160015
KNN_1,0.5309284555203694
KNN_2,0.5195822345411724
KNN_3,0.5241480015801466
KNN_4,0.5269990601660561
KNN_5,0.5297724115828594
KNN_6,0.5223840914524747
KNN_7,0.5264340172299696
KNN_8,0.5253253997583752
KNN_9,0.5199052605612705
LR_0,0.5
LR_1,0.5
LR_2,0.5
LR_3,0.5
LR_4,0.5
LR_5,0.5
LR_6,0.5
LR_7,0.5
LR_8,0.5
LR_9,0.5
