index,BC
DT_0,0.886056693384119
DT_1,0.8735705428530388
DT_2,0.8590505174413144
DT_3,0.8939107237513584
DT_4,0.8810877292975078
DT_5,0.8883313503966298
DT_6,0.8621930261173482
DT_7,0.8675472184512242
DT_8,0.8544144825271475
DT_9,0.8741644296564536
RF_0,0.8713170272078242
RF_1,0.8870159804462904
RF_2,0.8475496411714016
RF_3,0.8968068165503373
RF_4,0.8781165705429843
RF_5,0.8936583398649072
RF_6,0.8626669587415509
RF_7,0.8535901632620861
RF_8,0.8850817263241278
RF_9,0.8794643054889523
NB_0,0.5330233992992525
NB_1,0.5149193270284902
NB_2,0.5252598749586369
NB_3,0.5214510665430911
NB_4,0.521879512626492
NB_5,0.5519548676332798
NB_6,0.49868617691217887
NB_7,0.513903755218403
NB_8,0.5182955347919899
NB_9,0.5251478331526284
KNN_0,0.8053733406258434
KNN_1,0.7315609015588
KNN_2,0.7668095002001837
KNN_3,0.7424006854274575
KNN_4,0.7138218312235182
KNN_5,0.6643151208676258
KNN_6,0.7436154164989924
KNN_7,0.7116990429281221
KNN_8,0.7357598944550142
KNN_9,0.7578746769752523
LR_0,0.5
LR_1,0.5
LR_2,0.5
LR_3,0.49925537425537425
LR_4,0.5
LR_5,0.5
LR_6,0.5
LR_7,0.5
LR_8,0.5
LR_9,0.5
