nan_loss,test_not_well,test_turn_bad,sc_accuracy,died_relu,vanish_gradient,explode_gradient,nan_gradient,large_weight,nan_weight,weight_change_little,decrease_acc,increase_loss,cons_mean_weight,cons_std_weight,nan_acc,loss,acc,val_loss,val_acc
0,0,0,False,False,False,False,False,0,False,0,0,0,0,0,0,1.1005920884722755,0.3447619,1.1157546043395996,0.2628571391105652
0,0,0,False,False,False,False,False,0,False,0,0,0,0,0,0,1.0997664905729747,0.3447619,1.114730715751648,0.2628571391105652
0,0,0,False,False,False,False,False,0,False,0,0,0,0,0,0,1.0989738287244524,0.3447619,1.1137911081314087,0.2628571391105652
0,0,0,False,False,False,False,False,0,False,0,0,0,0,0,0,1.0981878089904784,0.3447619,1.112750768661499,0.2628571391105652
0,0,0,False,False,False,False,False,0,False,0,0,0,0,0,0,1.0972885231744676,0.3447619,1.1116677522659302,0.2628571391105652
0,0,0,False,False,False,False,False,0,False,0,0,0,0,0,0,1.0962851901281447,0.3447619,1.1105117797851562,0.2628571391105652
0,0,0,False,False,False,False,False,0,False,0,0,0,0,0,0,1.0952539596103485,0.3447619,1.109310507774353,0.2628571391105652
0,0,0,False,False,False,False,False,0,False,0,0,0,0,0,0,1.094108396938869,0.3447619,1.1080331802368164,0.2628571391105652
0,0,0,False,False,False,False,False,0,False,0,0,0,0,0,0,1.0928954308373588,0.3447619,1.106500506401062,0.2628571391105652
0,0,0,False,False,False,False,False,0,False,0,0,0,0,0,0,1.091543307077317,0.3447619,1.1047842502593994,0.2628571391105652
0,0,0,False,False,False,False,False,0,False,0,0,0,0,0,0,1.0900374219531104,0.3447619,1.102893590927124,0.2628571391105652
0,0,0,False,False,False,False,False,0,False,0,0,0,0,0,0,1.0883848396937053,0.3447619,1.1007698774337769,0.2628571391105652
0,0,0,False,False,False,False,False,0,False,0,0,0,0,0,0,1.0865505736214773,0.3447619,1.0985099077224731,0.2628571391105652
0,0,0,False,False,False,False,False,0,False,0,0,0,0,0,0,1.084615596589588,0.3447619,1.0961730480194092,0.2628571391105652
0,0,0,False,False,False,False,False,0,False,0,0,0,0,0,0,1.0825629722504388,0.3447619,1.0937204360961914,0.2628571391105652
0,0,0,False,False,False,False,False,0,False,0,0,0,0,0,0,1.0803540318352836,0.3447619,1.0911376476287842,0.2628571391105652
0,0,0,False,False,False,False,False,0,False,0,0,0,0,0,0,1.0780020332336426,0.3447619,1.0883437395095825,0.2628571391105652
0,0,0,False,False,False,False,False,0,False,0,0,0,0,0,0,1.0755167977015176,0.3447619,1.0855133533477783,0.2628571391105652
0,0,0,False,False,False,False,False,0,False,0,0,0,0,0,0,1.072968810172308,0.3447619,1.0828927755355835,0.2628571391105652
0,0,0,False,False,False,False,False,0,False,0,0,0,0,0,0,1.0703677254631405,0.3447619,1.0801265239715576,0.2800000011920929
0,0,0,False,False,False,False,False,0,False,0,0,0,0,0,0,1.0676356138501848,0.35238096,1.077228307723999,0.2857142984867096
0,0,0,False,False,False,False,False,0,False,0,0,0,0,0,0,1.0648384119215466,0.35809523,1.0744309425354004,0.2857142984867096
0,0,0,False,False,False,False,False,0,False,0,0,1,0,0,0,1.062058950832912,0.36190477,1.0716028213500977,0.3085714280605316
0,0,0,False,False,False,False,False,0,False,0,0,2,0,0,0,1.059096997124808,0.39238095,1.0685303211212158,0.35428571701049805
0,0,0,False,False,False,False,False,0,False,0,0,3,0,0,0,1.056000378245399,0.43238094,1.065266489982605,0.35428571701049805
0,0,0,False,False,False,False,False,0,False,0,0,3,0,0,0,1.0527811518169585,0.4457143,1.0619932413101196,0.37714284658432007
0,0,0,False,False,False,False,False,0,False,0,0,4,0,0,0,1.04941393557049,0.4552381,1.0586045980453491,0.3942857086658478
0,0,0,False,False,False,False,False,0,False,0,0,5,0,0,0,1.046039849235898,0.48,1.0551953315734863,0.4285714328289032
0,0,0,False,False,False,False,False,0,False,0,0,5,0,0,0,1.042514498574393,0.48761904,1.0517683029174805,0.4514285624027252
0,0,0,False,False,False,False,False,0,False,0,0,6,0,0,0,1.0390765823636736,0.50285715,1.0483644008636475,0.49142858386039734
0,0,0,False,False,False,False,False,0,False,0,0,6,0,0,0,1.0355375165031069,0.50857145,1.0449153184890747,0.49714285135269165
0,0,0,False,False,False,False,False,0,False,0,0,7,0,0,0,1.0319588367144268,0.51428574,1.0412628650665283,0.49714285135269165
0,0,0,False,False,False,False,False,0,False,0,0,7,0,0,0,1.0282538318634034,0.51619047,1.0374773740768433,0.5028571486473083
0,0,0,False,False,False,False,False,0,False,0,0,7,0,0,0,1.0244187684286208,0.5257143,1.0336731672286987,0.5028571486473083
0,0,0,False,False,False,False,False,0,False,0,0,8,0,0,0,1.020621301446642,0.5257143,1.0295575857162476,0.5028571486473083
0,0,0,False,False,False,False,False,0,False,0,0,8,0,0,0,1.0165250894001552,0.5295238,1.025353193283081,0.5028571486473083
0,0,0,False,False,False,False,False,0,False,0,0,9,0,0,0,1.012529514517103,0.53333336,1.0211695432662964,0.5028571486473083
0,0,0,False,False,False,False,False,0,False,0,0,10,0,0,0,1.0082523570741926,0.5409524,1.017076015472412,0.5028571486473083
0,0,0,False,False,False,False,False,0,False,0,0,11,0,0,0,1.0041410428001767,0.5466667,1.0130058526992798,0.508571445941925
0,0,0,False,False,False,False,False,0,False,0,0,12,0,0,0,0.9998053526878357,0.5504762,1.0089348554611206,0.508571445941925
0,0,0,False,False,False,False,False,0,False,0,0,13,0,0,0,0.9953384259768895,0.5561905,1.0047239065170288,0.508571445941925
0,0,0,False,False,False,False,False,0,False,0,0,14,0,0,0,0.9908026453426906,0.56,1.000391960144043,0.508571445941925
0,0,0,False,False,False,False,False,0,False,0,0,14,0,0,0,0.9861206788108462,0.56,0.9959595799446106,0.508571445941925
0,0,0,False,False,False,False,False,0,False,0,0,14,0,0,0,0.9814774547304426,0.56,0.9914754629135132,0.5142857432365417
0,0,0,False,False,False,False,False,0,False,0,0,15,0,0,0,0.9769760675657363,0.5619048,0.987196683883667,0.5142857432365417
0,0,0,False,False,False,False,False,0,False,0,0,16,0,0,0,0.9723083966118948,0.5638095,0.982905387878418,0.5199999809265137
0,0,0,False,False,False,False,False,0,False,0,0,17,0,0,0,0.9675014566239857,0.5695238,0.9788926243782043,0.5199999809265137
0,0,0,False,False,False,False,False,0,False,0,0,17,0,0,0,0.9627769781294323,0.5733333,0.9746958017349243,0.5199999809265137
0,0,0,False,False,False,False,False,0,False,0,0,17,0,0,0,0.9581708508446103,0.57714283,0.9704329967498779,0.5257142782211304
0,0,0,False,False,False,False,False,0,False,0,0,18,0,0,0,0.9538649161656697,0.5790476,0.9660232067108154,0.5314285755157471
0,0,0,False,False,False,False,False,0,False,0,0,18,0,0,0,0.9494842456635975,0.58285713,0.9617006182670593,0.5371428728103638
0,0,0,False,False,False,False,False,0,False,0,0,19,0,0,0,0.9453710251762754,0.5809524,0.957709789276123,0.5314285755157471
0,0,0,False,False,False,False,False,0,False,0,0,20,0,0,0,0.9410527748153323,0.5904762,0.9540706872940063,0.5428571701049805
0,0,0,False,False,False,False,False,0,False,0,0,21,0,0,0,0.9366325747399104,0.5942857,0.9505990743637085,0.5371428728103638
0,0,0,False,False,False,False,False,0,False,0,0,21,0,0,0,0.9322408291271754,0.5942857,0.9471893310546875,0.5485714077949524
0,0,0,False,False,False,False,False,0,False,0,0,21,0,0,0,0.9280208738644918,0.59238094,0.9441771507263184,0.5485714077949524
0,0,0,False,False,False,False,False,0,False,0,0,22,0,0,0,0.9237786357743399,0.6,0.941929042339325,0.5428571701049805
0,0,0,False,False,False,False,False,0,False,0,0,22,0,0,0,0.9197505088079543,0.60571426,0.9395684599876404,0.5485714077949524
0,0,0,False,False,False,False,False,0,False,0,0,22,0,0,0,0.9155727637381781,0.6,0.9367376565933228,0.5371428728103638
0,0,0,False,False,False,False,False,0,False,0,0,22,0,0,0,0.911808925583249,0.60190475,0.9329462647438049,0.5542857050895691
0,0,0,False,False,False,False,False,0,False,0,0,23,0,0,0,0.9081469066937764,0.60190475,0.9291775822639465,0.5542857050895691
0,0,0,False,False,False,False,False,0,False,0,0,24,0,0,0,0.9045544426781791,0.60380954,0.9257667660713196,0.5542857050895691
0,0,0,False,False,False,False,False,0,False,0,0,25,0,0,0,0.9007869125547863,0.60761905,0.9223691821098328,0.5600000023841858
0,0,0,False,False,False,False,False,0,False,0,0,26,0,0,0,0.8970199259122212,0.60952383,0.918817937374115,0.5600000023841858
0,0,0,False,False,False,False,False,0,False,0,0,27,0,0,0,0.8933731502578373,0.60952383,0.9150480628013611,0.5600000023841858
0,0,0,False,False,False,False,False,0,False,0,0,28,0,0,0,0.8897323002134051,0.60952383,0.9111260771751404,0.5600000023841858
0,0,0,False,False,False,False,False,0,False,0,0,28,0,0,0,0.886126806849525,0.60952383,0.9079346656799316,0.5600000023841858
0,0,0,False,False,False,False,False,0,False,0,0,28,0,0,0,0.8826768596967062,0.61142856,0.9047600626945496,0.5657142996788025
0,0,0,False,False,False,False,False,0,False,0,0,29,0,0,0,0.8795869768233526,0.61333334,0.9016520380973816,0.5657142996788025
0,0,0,False,False,False,False,False,0,False,0,0,30,0,0,0,0.8764190169743129,0.61142856,0.8985922932624817,0.5657142996788025
0,0,0,False,False,False,False,False,0,False,0,0,30,0,0,0,0.8732541542961484,0.61333334,0.8954028487205505,0.5657142996788025
0,0,0,False,False,False,False,False,0,False,0,0,31,0,0,0,0.8702511656851996,0.61333334,0.8925356864929199,0.5714285969734192
0,0,0,False,False,False,False,False,0,False,0,0,32,0,0,0,0.8672674051920573,0.6152381,0.8902612924575806,0.5714285969734192
0,0,0,False,False,False,False,False,0,False,0,0,32,0,0,0,0.8643381554739816,0.61714286,0.887971818447113,0.5771428346633911
0,0,0,False,False,False,False,False,0,False,0,0,32,0,0,0,0.8614644125529698,0.61714286,0.8855933547019958,0.5714285969734192
0,0,0,False,False,False,False,False,0,False,0,0,32,0,0,0,0.8586922637621561,0.62095237,0.8830945491790771,0.5771428346633911
