checktype,current_epoch,time_usage
epoch,0,0.9710030555725098
epoch,1,0.9810030460357666
epoch,2,0.9810030460357666
epoch,3,0.9970107078552246
epoch,4,1.0070202350616455
epoch,5,1.0170199871063232
epoch,6,1.0170199871063232
epoch,7,1.0270206928253174
epoch,8,1.0370194911956787
epoch,9,1.047020673751831
epoch,10,1.0570197105407715
epoch,11,1.0670208930969238
epoch,12,1.0670208930969238
epoch,13,1.0770196914672852
epoch,14,1.0870187282562256
epoch,15,1.0970191955566406
epoch,16,1.1081452369689941
epoch,17,1.1181459426879883
epoch,18,1.128148078918457
epoch,19,1.1381468772888184
epoch,20,1.1381468772888184
epoch,21,1.1481456756591797
epoch,22,1.1581461429595947
epoch,23,1.1681461334228516
epoch,24,1.1781456470489502
epoch,25,1.1846513748168945
epoch,26,1.1946606636047363
epoch,27,1.1987695693969727
epoch,28,1.2087771892547607
epoch,29,1.2158117294311523
epoch,30,1.2258472442626953
epoch,31,1.2358200550079346
epoch,32,1.2458200454711914
epoch,33,1.2558481693267822
epoch,34,1.2658483982086182
epoch,35,1.2658483982086182
epoch,36,1.2758185863494873
epoch,37,1.2858543395996094
epoch,38,1.2958478927612305
epoch,39,1.305847406387329
epoch,40,1.3158466815948486
epoch,41,1.3258476257324219
epoch,42,1.3358476161956787
epoch,43,1.3358476161956787
epoch,44,1.3458473682403564
epoch,45,1.3558475971221924
epoch,46,1.3658473491668701
epoch,47,1.3723549842834473
epoch,48,1.3823928833007812
epoch,49,1.39239501953125
epoch,50,1.4023923873901367
epoch,51,1.41239333152771
epoch,52,1.4223918914794922
epoch,53,1.43239164352417
epoch,54,1.4423949718475342
epoch,55,1.4523930549621582
epoch,56,1.4623916149139404
epoch,57,1.472395658493042
epoch,58,1.472395658493042
epoch,59,1.482391119003296
epoch,60,1.4923911094665527
epoch,61,1.5023915767669678
epoch,62,1.5123913288116455
epoch,63,1.528428554534912
epoch,64,1.528428554534912
epoch,65,1.5384643077850342
epoch,66,1.548464059829712
epoch,67,1.558464527130127
epoch,68,1.5684638023376465
epoch,69,1.578465461730957
epoch,70,1.5884647369384766
epoch,71,1.5984644889831543
epoch,72,1.6084349155426025
epoch,73,1.6184642314910889
epoch,74,1.6284348964691162
epoch,75,1.6384353637695312
epoch,76,1.648435354232788
epoch,77,1.6584663391113281
epoch,78,1.6684648990631104
epoch,79,1.6844983100891113
epoch,80,1.6945338249206543
epoch,81,1.7045345306396484
epoch,82,1.7145345211029053
epoch,83,1.7245047092437744
epoch,84,1.7345359325408936
epoch,85,1.7445330619812012
epoch,86,1.7545337677001953
epoch,87,1.7645349502563477
epoch,88,1.774533987045288
epoch,89,1.784543752670288
epoch,90,1.7945337295532227
epoch,91,1.8045053482055664
epoch,92,1.8145041465759277
epoch,93,1.824505090713501
epoch,94,1.8410100936889648
epoch,95,1.851046085357666
epoch,96,1.8610475063323975
epoch,97,1.8710460662841797
epoch,98,1.8810460567474365
epoch,99,1.891047477722168
epoch,100,1.9010159969329834
epoch,101,1.9110157489776611
epoch,102,1.921043872833252
epoch,103,1.9410429000854492
epoch,104,1.9510459899902344
epoch,105,1.9610469341278076
epoch,106,1.9710164070129395
epoch,107,1.9810459613800049
epoch,108,1.991015911102295
epoch,109,2.007044792175293
epoch,110,2.0170440673828125
epoch,111,2.0370705127716064
epoch,112,2.0470736026763916
epoch,113,2.057070016860962
epoch,114,2.0670695304870605
epoch,115,2.07706880569458
epoch,116,2.087069034576416
epoch,117,2.1070754528045654
epoch,118,2.11773681640625
epoch,119,2.1220011711120605
epoch,120,2.1420371532440186
epoch,121,2.1520426273345947
epoch,122,2.162036418914795
epoch,123,2.172037124633789
epoch,124,2.182008743286133
epoch,125,2.1920366287231445
epoch,126,2.2020394802093506
epoch,127,2.2220373153686523
epoch,128,2.2317702770233154
epoch,129,2.241802930831909
epoch,130,2.251800537109375
epoch,131,2.261772632598877
epoch,132,2.2783429622650146
epoch,133,2.28834867477417
epoch,134,2.298349142074585
epoch,135,2.318349599838257
epoch,136,2.3283817768096924
epoch,137,2.338348865509033
epoch,138,2.3483495712280273
epoch,139,2.368349075317383
epoch,140,2.3783485889434814
epoch,141,2.388349771499634
epoch,142,2.398348808288574
epoch,143,2.418379545211792
epoch,144,2.4283487796783447
epoch,145,2.4448933601379395
epoch,146,2.4548909664154053
epoch,147,2.464890718460083
epoch,148,2.4748613834381104
epoch,149,2.494861125946045
epoch,150,2.504861354827881
epoch,151,2.514862537384033
epoch,152,2.5248613357543945
epoch,153,2.5448906421661377
epoch,154,2.554861307144165
epoch,155,2.5648624897003174
epoch,156,2.5848612785339355
epoch,157,2.5908660888671875
epoch,158,2.610872983932495
epoch,159,2.6208724975585938
epoch,160,2.630901336669922
epoch,161,2.640873908996582
epoch,162,2.660902500152588
epoch,163,2.6709015369415283
epoch,164,2.6809017658233643
epoch,165,2.7009029388427734
epoch,166,2.7109010219573975
epoch,167,2.7209012508392334
epoch,168,2.740901470184326
epoch,169,2.747436285018921
epoch,170,2.7674741744995117
epoch,171,2.777473211288452
epoch,172,2.7874436378479004
epoch,173,2.8074727058410645
epoch,174,2.8174726963043213
epoch,175,2.827444314956665
epoch,176,2.847479820251465
epoch,177,2.8574740886688232
epoch,178,2.867443561553955
epoch,179,2.8874735832214355
epoch,180,2.9034481048583984
epoch,181,2.9134535789489746
epoch,182,2.9234530925750732
epoch,183,2.943453550338745
epoch,184,2.9534850120544434
epoch,185,2.973482370376587
epoch,186,2.9834847450256348
epoch,187,2.9934823513031006
epoch,188,3.0134828090667725
epoch,189,3.023454427719116
epoch,190,3.043483257293701
epoch,191,3.0594582557678223
epoch,192,3.0694637298583984
epoch,193,3.0794646739959717
epoch,194,3.099465847015381
epoch,195,3.1094634532928467
epoch,196,3.122183322906494
epoch,197,3.1422183513641357
epoch,198,3.152189254760742
epoch,199,3.1744070053100586
epoch,200,3.184454917907715
epoch,201,3.1988370418548584
epoch,202,3.2158446311950684
epoch,203,3.225851058959961
epoch,204,3.2458529472351074
epoch,205,3.2558510303497314
epoch,206,3.275850296020508
epoch,207,3.2858505249023438
epoch,208,3.3058512210845947
epoch,209,3.3158512115478516
epoch,210,3.335850715637207
epoch,211,3.345852851867676
epoch,212,3.3658511638641357
epoch,213,3.3723559379577637
epoch,214,3.3923628330230713
epoch,215,3.402362108230591
epoch,216,3.4223930835723877
epoch,217,3.4323627948760986
epoch,218,3.452364444732666
epoch,219,3.4723916053771973
epoch,220,3.482393741607666
epoch,221,3.502362012863159
epoch,222,3.5123636722564697
epoch,223,3.5283665657043457
epoch,224,3.5483736991882324
epoch,225,3.5599095821380615
epoch,226,3.5699119567871094
epoch,227,3.5899109840393066
epoch,228,3.599911689758301
epoch,229,3.619910478591919
epoch,230,3.629910707473755
epoch,231,3.6499111652374268
epoch,232,3.669938325881958
epoch,233,3.6799116134643555
epoch,234,3.6999118328094482
epoch,235,3.715916395187378
epoch,236,3.725922107696533
epoch,237,3.745922327041626
epoch,238,3.7559220790863037
epoch,239,3.7759222984313965
epoch,240,3.7959227561950684
epoch,241,3.805922746658325
epoch,242,3.8259222507476807
epoch,243,3.84256649017334
epoch,244,3.8525686264038086
epoch,245,3.8720755577087402
epoch,246,3.882081985473633
epoch,247,3.9020824432373047
epoch,248,3.9220831394195557
epoch,249,3.932081937789917
epoch,250,3.952082395553589
epoch,251,3.962082624435425
epoch,252,3.9820828437805176
epoch,253,3.997310161590576
epoch,254,4.017316102981567
epoch,255,4.027316331863403
epoch,256,4.047315835952759
epoch,257,4.067318677902222
epoch,258,4.077319622039795
epoch,259,4.097347021102905
epoch,260,4.107317209243774
epoch,261,4.128043174743652
epoch,262,4.148078441619873
epoch,263,4.1580491065979
epoch,264,4.178050518035889
epoch,265,4.194620847702026
epoch,266,4.204591751098633
epoch,267,4.224591255187988
epoch,268,4.244593381881714
epoch,269,4.25459098815918
epoch,270,4.2745912075042725
epoch,271,4.284592390060425
epoch,272,4.304591417312622
epoch,273,4.324592590332031
epoch,274,4.341096878051758
epoch,275,4.36113166809082
epoch,276,4.371103048324585
epoch,277,4.391129970550537
epoch,278,4.4111316204071045
epoch,279,4.421102523803711
epoch,280,4.445414066314697
epoch,281,4.460601568222046
epoch,282,4.476116418838501
epoch,283,4.496145009994507
epoch,284,4.506114721298218
epoch,285,4.526114463806152
epoch,286,4.5461156368255615
epoch,287,4.566114902496338
epoch,288,4.576115369796753
epoch,289,4.59611439704895
epoch,290,4.6161439418792725
epoch,291,4.632185220718384
epoch,292,4.642155647277832
epoch,293,4.662155628204346
epoch,294,4.682156085968018
epoch,295,4.702185392379761
epoch,296,4.712156295776367
epoch,297,4.732185363769531
epoch,298,4.752155303955078
epoch,299,4.7721848487854
