nan_loss,test_not_well,test_turn_bad,sc_accuracy,died_relu,vanish_gradient,explode_gradient,nan_gradient,large_weight,nan_weight,weight_change_little,decrease_acc,increase_loss,cons_mean_weight,cons_std_weight,nan_acc,loss,acc,val_loss,val_acc
0,0,0,False,False,False,False,False,0,False,0,0,0,0,0,0,0.7962693964867364,0.48,0.736128831250327,0.5542857050895691
0,0,0,False,False,False,False,False,0,False,0,0,0,0,1,0,0.7678832916986374,0.48190477,0.7212861241613115,0.5485714077949524
0,0,0,False,False,False,False,False,0,False,0,0,0,0,2,0,0.7433989984648568,0.48761904,0.7107237192562649,0.5714285969734192
0,0,0,False,False,False,False,False,0,False,0,0,0,0,3,0,0.7193899284090315,0.50285715,0.7064901341710772,0.5199999809265137
0,0,0,False,False,False,False,False,0,False,0,0,0,0,4,0,0.7075549076852344,0.4990476,0.7077815883500236,0.49142858386039734
0,0,0,False,False,False,False,False,0,False,0,0,0,0,5,0,0.6976328464916774,0.50666666,0.7092414794649397,0.4571428596973419
0,0,0,False,False,False,False,False,0,False,0,0,0,0,6,0,0.6954840336527143,0.4952381,0.7143563413619995,0.4514285624027252
0,0,0,False,False,False,False,False,0,False,0,0,0,0,7,0,0.6924635064034235,0.51619047,0.7142516892296927,0.4628571569919586
0,0,0,False,False,False,False,False,0,False,0,0,0,0,8,0,0.6919951887357803,0.52761906,0.7128391807419913,0.49714285135269165
0,0,0,False,False,False,False,False,0,False,0,0,0,0,9,0,0.6908824735596066,0.5295238,0.7101747516223362,0.5142857432365417
0,0,0,False,False,False,False,False,0,False,0,0,0,0,10,0,0.6899502561205909,0.52761906,0.7078924744469779,0.49714285135269165
0,0,0,False,False,False,False,False,0,False,0,0,0,0,11,0,0.6890808100927444,0.5447619,0.7058961490222386,0.5028571486473083
0,0,0,False,False,False,False,False,0,False,0,0,0,0,12,0,0.6887335818154471,0.53333336,0.7019218032700675,0.46857142448425293
0,0,0,False,False,False,False,False,0,False,0,0,0,0,13,0,0.688136727469308,0.5257143,0.7007449184145246,0.5142857432365417
0,0,0,False,False,False,False,False,0,False,0,0,1,0,14,0,0.6872726236070905,0.54285717,0.6999427131244115,0.5142857432365417
0,0,0,False,False,False,False,False,0,False,0,0,2,0,15,0,0.6862642486890157,0.552381,0.70076219865254,0.5199999809265137
0,0,0,False,False,False,False,False,0,False,0,0,2,0,16,0,0.685172594728924,0.5542857,0.6996304736818586,0.5199999809265137
0,0,0,False,False,False,False,False,0,False,0,0,2,0,17,0,0.6848662090301514,0.53333336,0.6980880750928606,0.5371428728103638
0,0,0,False,False,False,False,False,0,False,0,0,2,0,18,0,0.6842088256563459,0.53333336,0.693581462928227,0.4628571569919586
0,0,0,False,False,False,False,False,0,False,0,0,2,0,19,0,0.6835291761443728,0.50666666,0.6925422259739467,0.46857142448425293
0,0,0,False,False,False,False,False,0,False,0,0,2,0,20,0,0.6830692747661046,0.52190477,0.6923286649159023,0.5314285755157471
0,0,0,False,False,False,False,False,0,False,0,0,3,0,21,0,0.6823332742282322,0.5447619,0.693272966657366,0.5428571701049805
0,0,0,False,False,False,False,False,0,False,0,0,3,0,22,0,0.6811384832291376,0.5542857,0.6929758623668125,0.5314285755157471
0,0,0,False,False,False,False,False,0,False,0,0,4,0,23,0,0.6804570206006368,0.5542857,0.6919233046259199,0.49714285135269165
0,0,0,False,False,False,False,False,0,False,0,0,4,0,24,0,0.6799534622828166,0.567619,0.6930916064126151,0.5142857432365417
0,0,0,False,False,False,False,False,0,False,0,0,5,0,25,0,0.6792108522142682,0.5638095,0.6931574984959193,0.5257142782211304
0,0,0,False,False,False,False,False,0,False,0,0,6,0,26,0,0.6782097467922029,0.5695238,0.6928535866737365,0.5257142782211304
