nan_loss_mean,nan_loss_std,nan_loss_skew,nan_loss_median,nan_loss_var,nan_loss_sem,nan_loss_max,nan_loss_min,test_not_well_mean,test_not_well_std,test_not_well_skew,test_not_well_median,test_not_well_var,test_not_well_sem,test_not_well_max,test_not_well_min,test_turn_bad_mean,test_turn_bad_std,test_turn_bad_skew,test_turn_bad_median,test_turn_bad_var,test_turn_bad_sem,test_turn_bad_max,test_turn_bad_min,sc_accuracy_mean,sc_accuracy_std,sc_accuracy_skew,sc_accuracy_median,sc_accuracy_var,sc_accuracy_sem,sc_accuracy_max,sc_accuracy_min,died_relu_mean,died_relu_std,died_relu_skew,died_relu_median,died_relu_var,died_relu_sem,died_relu_max,died_relu_min,vanish_gradient_mean,vanish_gradient_std,vanish_gradient_skew,vanish_gradient_median,vanish_gradient_var,vanish_gradient_sem,vanish_gradient_max,vanish_gradient_min,explode_gradient_mean,explode_gradient_std,explode_gradient_skew,explode_gradient_median,explode_gradient_var,explode_gradient_sem,explode_gradient_max,explode_gradient_min,nan_gradient_mean,nan_gradient_std,nan_gradient_skew,nan_gradient_median,nan_gradient_var,nan_gradient_sem,nan_gradient_max,nan_gradient_min,large_weight_mean,large_weight_std,large_weight_skew,large_weight_median,large_weight_var,large_weight_sem,large_weight_max,large_weight_min,nan_weight_mean,nan_weight_std,nan_weight_skew,nan_weight_median,nan_weight_var,nan_weight_sem,nan_weight_max,nan_weight_min,weight_change_little_mean,weight_change_little_std,weight_change_little_skew,weight_change_little_median,weight_change_little_var,weight_change_little_sem,weight_change_little_max,weight_change_little_min,decrease_acc_mean,decrease_acc_std,decrease_acc_skew,decrease_acc_median,decrease_acc_var,decrease_acc_sem,decrease_acc_max,decrease_acc_min,increase_loss_mean,increase_loss_std,increase_loss_skew,increase_loss_median,increase_loss_var,increase_loss_sem,increase_loss_max,increase_loss_min,cons_mean_weight_mean,cons_mean_weight_std,cons_mean_weight_skew,cons_mean_weight_median,cons_mean_weight_var,cons_mean_weight_sem,cons_mean_weight_max,cons_mean_weight_min,cons_std_weight_mean,cons_std_weight_std,cons_std_weight_skew,cons_std_weight_median,cons_std_weight_var,cons_std_weight_sem,cons_std_weight_max,cons_std_weight_min,nan_acc_mean,nan_acc_std,nan_acc_skew,nan_acc_median,nan_acc_var,nan_acc_sem,nan_acc_max,nan_acc_min,loss_mean,loss_std,loss_skew,loss_median,loss_var,loss_sem,loss_max,loss_min,acc_mean,acc_std,acc_skew,acc_median,acc_var,acc_sem,acc_max,acc_min,val_loss_mean,val_loss_std,val_loss_skew,val_loss_median,val_loss_var,val_loss_sem,val_loss_max,val_loss_min,val_acc_mean,val_acc_std,val_acc_skew,val_acc_median,val_acc_var,val_acc_sem,val_acc_max,val_acc_min
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.13,28.304927922953947,0.026300205607948463,48.5,801.1689447236181,2.0014606475317196,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.5,57.879184513951124,0.0,99.5,3350.0,4.092676385936224,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4807791481467939,0.09267466364855804,1.248359677577175,0.43029369768642245,0.008588593282373366,0.006553088311007782,0.7066593548229763,0.40566523182959785,0.7681619015999999,0.07152715110608622,-1.9670129189357335,0.79714285,0.005116133345352891,0.005057733358606843,0.82666665,0.5352380999999999,0.4693780103036336,0.10028707047406273,1.150800656640959,0.4194883096218109,0.010057496504269623,0.007091366759754294,0.7110227724484035,0.3741986799240112,0.7708000013232231,0.08258522069192016,-1.856364349691917,0.8057143092155457,0.006820318676733157,0.005839656957704433,0.8514285683631897,0.4628571569919586
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.98,78.35635927017125,0.04138900707158725,122.0,6139.719038076152,3.5042029159499744,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.36,146.24515612963995,-0.006324589773767552,253.5,21387.645691382764,6.5402822097188995,505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6809384451016925,0.010526495655073263,1.5775172011910907,0.6798726019405184,0.00011080711077627629,0.00047075919699199987,0.7262965897151402,0.6662324160621279,0.57874285808,0.03188407255531473,-0.08360096471553825,0.5809524,0.0010165940827125742,0.0014258990726643832,0.63238096,0.51809525,0.6877889658021927,0.018003233239411283,1.986647203100444,0.6834218152931759,0.0003241164070726432,0.0008051290667621475,0.7658148908615112,0.6678353810310363,0.5395200011134148,0.04023689376714449,-0.8837373493180479,0.5542857050895691,0.0016190076200284708,0.0017994485933354534,0.6000000238418579,0.4457142949104309
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.195,31.743744289348374,0.1377298447435491,44.5,1007.6653015075376,2.2446216847249976,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.5,57.879184513951124,0.0,99.5,3350.0,4.092676385936224,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5869442013399941,0.05993138588661174,0.02155311472258619,0.5869762743654706,0.003591771014289965,0.004237788936633091,0.7027969849677312,0.4914355578309014,0.7280571462000001,0.06711209499759349,-0.9111855892772546,0.75238097,0.004504033294966014,0.004745541747243413,0.8057143,0.51619047,0.592073478787286,0.05823020915521376,-0.051489646671383664,0.5963912553446633,0.0033907572582599402,0.0041174975763562625,0.7062882130486624,0.4924238787378584,0.7143714287877083,0.07094822557744113,-0.9602812281939309,0.7314285635948181,0.0050336507125874706,0.0050167971418961475,0.8114285469055176,0.4685714244842529
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.895,32.0102680605229,0.08848468346891926,49.0,1024.6572613065325,2.2634677613194896,105.0,0.0,0.6,0.5930925677917818,0.5547267776922019,1.0,0.35175879396984927,0.0419379776556911,3.0,0.0,100.825,59.31641052684278,0.024480010096893757,100.5,3518.436557788945,4.194303611917564,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6875951629564875,0.0056564649942286846,3.1913958396697053,0.685748089268094,3.199559623093451e-05,0.00039997247549634283,0.7220912246477036,0.6836032285009112,0.5432476281,0.006640416525172606,-0.23745989422665026,0.54285717,4.409513162778542e-05,0.00046954835548527595,0.56,0.51809525,0.6982548939449447,0.011067391625296139,2.437659041529504,0.6943622406891414,0.0001224871573876751,0.0007825827668294105,0.7534578197343009,0.6895255892617362,0.4974000045657158,0.02073649741845882,0.062157715732073834,0.4914285838603973,0.00043000232518574933,0.0014662917942649567,0.5371428728103638,0.4457142949104309
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.902,6.502689130803019,0.4486996160307689,6.0,42.284965931863724,0.2908090986604914,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.586,81.03013247389809,0.08127124958615713,131.0,6565.882368737475,3.6237776887489868,277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.084,144.90327415805152,-0.0016970804522578994,250.5,20996.958861723444,6.480271423593836,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4396194678487664,0.07612864356634014,2.228130535148056,0.4088732576795987,0.005795570371250861,0.003404576440983771,0.7151818231173924,0.3888958321298872,0.79294475558,0.05450608594440527,-3.1664798823030202,0.8095238,0.0029709134049788937,0.0024375862671827202,0.83619046,0.52190477,0.4266160691612107,0.08235008249674693,2.123835881664336,0.3937053280217307,0.006781536087221025,0.0036828076483088343,0.7288655768121992,0.3656308283124651,0.7974628556966782,0.06267700885748977,-2.9882220978163394,0.8171428442001343,0.00392840743932185,0.0028030010486340706,0.8514285683631897,0.4514285624027252
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.045,0.8756763358833733,-0.08782796488671062,1.0,0.7668090452261305,0.06191966752277221,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.765,29.1962649053284,0.21358070504721538,42.0,852.4218844221107,2.0644876899876525,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.5,57.879184513951124,0.0,99.5,3350.0,4.092676385936224,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.501131283552306,0.09525798327095927,0.8755604227351264,0.45046386738618216,0.009074083376850357,0.0067357565933050005,0.7176391542525519,0.40143855350358143,0.7595047553000001,0.07532899265304456,-1.6166894796343523,0.7942857,0.005674457134122441,0.0053265641524919425,0.82666665,0.52761906,0.5053293026140758,0.10234468201461183,0.5816603084766668,0.46381450482777187,0.01047443393667201,0.007236861867091291,0.7352587042536054,0.3737503281661442,0.7492285725474358,0.08802005666046965,-1.4429519505919999,0.7828571200370789,0.007747530374512287,0.006223957894504223,0.845714271068573,0.4514285624027252
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.305,27.784561980029675,0.27201322400821965,37.5,771.9818844221105,1.964665218837691,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.5,57.879184513951124,0.0,99.5,3350.0,4.092676385936224,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6499470854356175,0.03254423876870134,-0.37329096955326363,0.6568961668582189,0.0010591274770342435,0.0023012251921902854,0.7251528678621565,0.5819716245787484,0.64423809905,0.06720920468321692,-0.13439659733356726,0.6495238,0.004517077194150547,0.004752408438965735,0.76,0.51619047,0.6527485233545304,0.03438669446379949,0.12701888830163505,0.6548772156238556,0.0011824447561466984,0.002431506483794253,0.7555447220802307,0.5877190232276917,0.625371430516243,0.08203271311548743,-0.4056448846346477,0.6342856884002686,0.006729366021087865,0.00580058877230918,0.7542856931686401,0.4457142949104309
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.49,2.3277555961243483,-1.1381546365084185,6.0,5.418446115288221,0.11638777980621742,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.3025,67.1423206465528,0.8852566074659742,6.5,4508.091221804511,3.35711603232764,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.515,114.00562697716346,0.04108042384783782,171.5,12997.282982456141,5.700281348858173,371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.7475,61.08795371407059,-0.01739765174571627,93.0,3731.7380889724313,3.0543976857035298,199.0,0.0,160.285,218.41564105081645,1.0735829066514546,1.0,47705.39225563909,10.920782052540822,699.0,0.0,377.6725,344.01374082795894,0.7848311768327241,201.0,118345.4538784461,17.20068704139795,1147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7367385112910043,0.22914091553206492,6.177877979552774,0.6955730101608095,0.05250555917087291,0.011457045776603246,2.6383622255779446,0.55613050869533,0.5332380966,0.05521092637495689,1.4016499293119264,0.50666666,0.0030482463911809107,0.0027605463187478445,0.74285716,0.4552380999999999,0.729629961848259,0.21471422597694878,6.384007095722291,0.6943210363388062,0.04610219883688022,0.010735711298847438,2.546143054962158,0.5370967388153076,0.5339857238531113,0.06345701574287187,1.577100687735933,0.5142857432365417,0.004026792846991089,0.0031728507871435934,0.7942857146263123,0.4342857003211975
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.415285819114726,-1.3620897695529022,1.0,0.17246231155778893,0.02936514188266327,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11,1.424092764185334,-0.14314466983470003,2.0,2.0280402010050254,0.10069856505941446,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.94,26.640853503160976,0.04267125161859793,41.5,709.7350753768844,1.8837928168682516,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.5,57.879184513951124,0.0,99.5,3350.0,4.092676385936224,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4879956816988332,0.0815999945794209,1.6153437781105777,0.45392679146357945,0.006658559115361519,0.005769990951189403,0.7459468638329279,0.4149152354967027,0.7553523756999999,0.08398502983420952,-1.9928461841545966,0.7904762,0.007053485236253063,0.005938638411392406,0.8247619,0.4895238,0.4796367548678603,0.0978594779209278,1.0811298242228775,0.4462220727545875,0.009576477418956557,0.0069197100441263275,0.7081528520584106,0.3665883779525757,0.7554285700619221,0.09583597939197896,-1.7970644798309945,0.7942857146263123,0.009184534946019816,0.006776627090972254,0.8571428656578064,0.4571428596973419
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.19645092217681398,-4.730407569461685,1.0,0.038592964824120626,0.013891177924157587,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.015,27.534989618053817,-0.1410584536615215,51.5,758.1756532663316,1.9470177878827037,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.5,57.879184513951124,0.0,99.5,3350.0,4.092676385936224,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5853440774454958,0.06682668537671696,-0.01910756375468843,0.586452122075217,0.0044658058784387165,0.004725360239409645,0.6925921904473078,0.4781037391367413,0.7178285709,0.07339475359860814,-0.8544241215453338,0.7409524000000001,0.005386789855800403,0.005189792797309157,0.80190474,0.49714285,0.5895616494774818,0.06732677195743537,-0.08051010210135479,0.5950761001450675,0.004532894222208507,0.004760721700650283,0.6988483684403556,0.4779633780888149,0.7025142866373062,0.08875975589574915,-1.0304053464364338,0.7314285635948181,0.007878294266672976,0.006276262529034686,0.8000000119209291,0.4685714244842529
