nan_loss,test_not_well,test_turn_bad,sc_accuracy,died_relu,vanish_gradient,explode_gradient,nan_gradient,large_weight,nan_weight,weight_change_little,decrease_acc,increase_loss,cons_mean_weight,cons_std_weight,nan_acc,loss,acc,val_loss,val_acc
0,0,0,False,False,False,False,False,0,False,0,0,0,0,0,0,1.1520587076459612,0.36952382,1.083622144290379,0.4571428596973419
0,0,0,False,False,False,False,False,0,False,0,0,0,0,0,0,1.1238466133390155,0.37333333,1.069384732927595,0.46857142448425293
0,0,0,False,False,False,False,False,0,False,0,0,0,0,0,0,1.0950730521338328,0.37333333,1.0583844450541906,0.4628571569919586
0,0,0,False,False,False,False,False,0,False,0,0,0,0,0,0,1.0703026226588659,0.44190475,1.048373637880598,0.4514285624027252
0,0,0,False,False,False,False,False,0,False,0,0,0,0,0,0,1.0499539170946395,0.4857143,1.0384997633525304,0.4399999976158142
0,0,0,False,False,False,False,False,0,False,0,0,1,0,0,0,1.0333461756933302,0.49714285,1.0286825936181205,0.4457142949104309
0,0,0,False,False,False,False,False,0,False,0,0,2,0,0,0,1.0178808678899494,0.51238096,1.0181221893855503,0.4457142949104309
0,0,0,False,False,False,False,False,0,False,0,0,3,0,0,0,1.0030330945196606,0.50857145,1.00663713318961,0.4514285624027252
0,0,0,False,False,False,False,False,0,False,0,0,3,0,0,0,0.9887475236256917,0.51238096,0.9957683409963335,0.4571428596973419
0,0,0,False,False,False,False,False,0,False,0,0,3,0,0,0,0.9769201255979992,0.5104762,0.9844547663416181,0.4628571569919586
0,0,0,False,False,False,False,False,0,False,0,0,3,0,0,0,0.9653099959237235,0.5104762,0.9741883700234549,0.46857142448425293
0,0,0,False,False,False,False,False,0,False,0,0,4,0,0,0,0.9533914507003057,0.51619047,0.9626494118145534,0.47999998927116394
0,0,0,False,False,False,False,False,0,False,0,0,5,0,0,0,0.9437468441327413,0.52190477,0.9550973507336208,0.49142858386039734
0,0,0,False,False,False,False,False,0,False,0,0,5,0,0,0,0.934158072017488,0.52,0.9454351840700422,0.5028571486473083
0,0,0,False,False,False,False,False,0,False,0,0,6,0,0,0,0.9226690921329317,0.5314286,0.9346232799121311,0.5142857432365417
0,0,0,False,False,False,False,False,0,False,0,0,7,0,0,0,0.9105215380305336,0.5485714,0.9240968768937247,0.508571445941925
0,0,0,False,False,False,False,False,0,False,0,0,8,0,0,0,0.8998748015222096,0.552381,0.9162125873565674,0.5142857432365417
0,0,0,False,False,False,False,False,0,False,0,0,8,0,0,0,0.8891376401129223,0.5542857,0.9091822539057051,0.5257142782211304
0,0,0,False,False,False,False,False,0,False,0,0,8,0,0,0,0.8773002474648612,0.57714283,0.901841413634164,0.5314285755157471
0,0,0,False,False,False,False,False,0,False,0,0,9,0,0,0,0.8677694959867568,0.5942857,0.8928465730803353,0.5314285755157471
0,0,0,False,False,False,False,False,0,False,0,0,10,0,0,0,0.8571049694787888,0.59809524,0.883448098387037,0.5657142996788025
0,0,0,False,False,False,False,False,0,False,0,0,11,0,0,0,0.8463903223900567,0.62095237,0.8751635377747672,0.5714285969734192
0,0,0,False,False,False,False,False,0,False,0,0,12,0,0,0,0.8359288918404352,0.6342857,0.8692095020839147,0.5885714292526245
0,0,0,False,False,False,False,False,0,False,0,0,12,0,0,0,0.8274557055745806,0.6419048,0.8640334275790623,0.5942857265472412
0,0,0,False,False,False,False,False,0,False,0,0,13,0,0,0,0.8197657900764829,0.64,0.8536583604131426,0.5885714292526245
0,0,0,False,False,False,False,False,0,False,0,0,14,0,0,0,0.8113107801619031,0.64761907,0.850560759135655,0.6000000238418579
0,0,0,False,False,False,False,False,0,False,0,0,14,0,0,0,0.8057802436465309,0.6457143,0.8449000695773533,0.5942857265472412
0,0,0,False,False,False,False,False,0,False,0,0,15,0,0,0,0.800265125774202,0.64761907,0.8405911643164499,0.5942857265472412
0,0,0,False,False,False,False,False,0,False,0,0,16,0,0,0,0.7943691635131835,0.6438095,0.8347405982017517,0.5942857265472412
0,0,0,False,False,False,False,False,0,False,0,0,16,0,0,0,0.7888377784547351,0.63809526,0.8293817319188799,0.6057142615318298
0,0,0,False,False,False,False,False,0,False,0,0,16,0,0,0,0.7849541832151867,0.6647619,0.8204731038638524,0.6114285588264465
0,0,0,False,False,False,False,False,0,False,0,0,16,0,0,0,0.7787349092392695,0.6514286,0.812275687967028,0.6057142615318298
0,0,0,False,False,False,False,False,0,False,0,0,17,0,0,0,0.7738693634668986,0.6552381,0.8048152671541486,0.6057142615318298
0,0,0,False,False,False,False,False,0,False,0,0,18,0,0,0,0.7689410907881601,0.6723809,0.7975014359610422,0.6171428561210632
0,0,0,False,False,False,False,False,0,False,0,0,19,0,0,0,0.7638100771676927,0.6590476,0.7868084774698529,0.6171428561210632
0,0,0,False,False,False,False,False,0,False,0,0,19,0,0,0,0.7583510520344688,0.6571429,0.7789463203293937,0.6228571534156799
0,0,0,False,False,False,False,False,0,False,0,0,20,0,0,0,0.7530893574442182,0.6647619,0.7688028723852975,0.6171428561210632
0,0,0,False,False,False,False,False,0,False,0,0,21,0,0,0,0.7489761311667306,0.6666667,0.7618266344070435,0.6228571534156799
0,0,0,False,False,False,False,False,0,False,0,0,22,0,0,0,0.7437088455472673,0.6780952,0.7548032208851405,0.6285714507102966
