index,A,B,C,AB,AC,BC,ABC
DT_0,0.9009338861237627,0.8382792028076992,0.8630476428630967,0.8442901521900892,0.880652441895122,0.8325743705939599,0.8054075854719509
DT_1,0.8558113872355841,0.9082732822977256,0.9386700542832983,0.837880611549636,0.872400891123147,0.8769441195223218,0.8782047127648196
DT_2,0.8162880280141909,0.8499273434433166,0.8733616072817068,0.8752584344670709,0.9201853796507177,0.9320726093037118,0.8748143361856261
DT_3,0.7933494982777998,0.9471097125738435,0.8758208833593224,0.8606889711056052,0.891488711652572,0.8199636312498647,0.8690141566243337
DT_4,0.8887666673968511,0.9001937807769961,0.8872830924729691,0.8908444199275692,0.8701835614213523,0.86343702465152,0.843354753245305
DT_5,0.8724931271134245,0.8723876553918274,0.9030651633942017,0.8668981635904472,0.8427619314361197,0.8774327412246891,0.9020727132477699
DT_6,0.7925728443983224,0.8554944388418997,0.9508299439820865,0.8371316872507715,0.8682417295866255,0.8653841477151574,0.860615031762285
DT_7,0.8521321402839293,0.821780298809918,0.8998336044971003,0.8432606942124814,0.9009256549051166,0.8793015600776158,0.859074271425879
DT_8,0.8206200229015543,0.9131068948699607,0.8982288134352695,0.8834320129433895,0.8972831847975338,0.8419608529708433,0.8643241593268802
DT_9,0.8378441006064203,0.8772391575150362,0.9433777172082645,0.875603999969431,0.9180510045777257,0.8935413233695224,0.8726010653338531
RF_0,0.8147550233329476,0.8623979989311472,0.8484058169837414,0.9016837132168615,0.8602866509093513,0.8493266888150609,0.8909933554817275
RF_1,0.7716601075900898,0.8350117424912964,0.9039508344071324,0.8930593734466543,0.8527260670624142,0.8723091792516307,0.9196835026425983
RF_2,0.7803620453798595,0.8632617982143014,0.8046887341949205,0.844456949219837,0.8252535063403379,0.8007034336764717,0.8325845164205052
RF_3,0.7828647239990525,0.8816427386875147,0.8762774224117509,0.8996346837242359,0.8279348724885558,0.8419123430466715,0.8615856661393494
RF_4,0.8401134626730048,0.9348730277807548,0.8364863675051669,0.861139962723746,0.8963524945347372,0.8910736735857187,0.9193489813462605
RF_5,0.7876549862885217,0.9272063766423759,0.8602540071108002,0.9280225682987163,0.8487302286435666,0.9211587845438501,0.9278229294165646
RF_6,0.8214915896706941,0.8457336719186352,0.8259530806653335,0.8448950714935307,0.8460708362947169,0.8531028192371476,0.8575934841919434
RF_7,0.8215438792848933,0.9064511127781947,0.8806308175463707,0.9124695345371128,0.8717394068635297,0.9243650798520129,0.9235355639228449
RF_8,0.7829382491806254,0.8564628547825575,0.8695457046159334,0.8442841444119218,0.8593476017260644,0.860567298046852,0.847882209621267
RF_9,0.7811665482113244,0.909920634920635,0.9037446332087642,0.8751108742004264,0.8505316275764038,0.9344998815446577,0.8837062307510071
NB_0,0.5542647122710436,0.6892275053307407,0.7386258521746266,0.6740002800358738,0.7216426993221372,0.758072300230678,0.7382078758625761
NB_1,0.6421838283692519,0.7303096976271329,0.7685616646519465,0.715158956683964,0.7619969301485012,0.7770801207315057,0.7646816516285897
NB_2,0.5700893761209204,0.6990404171360268,0.6977834042281855,0.6554630173554882,0.7480692124891639,0.7720974306186035,0.7459433862214415
NB_3,0.6210173463413502,0.717463018511968,0.7062530759170068,0.7335161750636664,0.7365095875258143,0.7364298589712945,0.7763356902395664
NB_4,0.6477846633470333,0.7018315533466588,0.7420653844102085,0.697215390188979,0.7236821612857893,0.7511757813173225,0.730502170734231
NB_5,0.5985168636625547,0.721577612488334,0.7416398959804124,0.7009872320225131,0.6698700623429771,0.7440304467003858,0.7378559636155417
NB_6,0.5553213557576206,0.740273925534148,0.7092675771598634,0.7081651291177499,0.7181816540954662,0.7612875888722023,0.7535634931961915
NB_7,0.5814575401950238,0.6307245457491033,0.6997901610925803,0.6055687134614292,0.6714605800356844,0.6938067343257682,0.667623747133938
NB_8,0.6003927638800131,0.6936557960565022,0.744344211050421,0.6916920135323247,0.7486938644850335,0.7462152748357385,0.7449284665476543
NB_9,0.6197524575243734,0.7628140257508494,0.679897775739269,0.6932717887621299,0.753828314779627,0.777715852471832,0.794702611677024
KNN_0,0.5819651419606856,0.5431056877305807,0.600148942402923,0.5533437948764146,0.5672569102764995,0.5561804515239844,0.5729675551439388
KNN_1,0.5778899029944244,0.5788323541169984,0.5917126807824624,0.5837529890376334,0.5831038086058528,0.5949768244788686,0.5940862790257462
KNN_2,0.551270304072109,0.5696049743213505,0.575443885186238,0.5884860332499062,0.5626862971961896,0.5577948362357115,0.5532271532701939
KNN_3,0.5804463295994575,0.623669876829849,0.6417576192200147,0.6335256092419854,0.6094282803110159,0.6037047780068685,0.5995870104697462
KNN_4,0.5811328517985929,0.6082896450560882,0.62336255040366,0.6205250544770291,0.5917882155053814,0.5987870657865373,0.5877688576097596
KNN_5,0.5830593926677158,0.5840393740859118,0.5999098443494979,0.5999851338485644,0.5888197042272838,0.5863885954764725,0.5798197275558279
KNN_6,0.5488690029374917,0.5558545835543944,0.5742278336609188,0.5541879168877277,0.575929984550754,0.5800330406985862,0.5579187863499404
KNN_7,0.5849250393617087,0.6116879034631233,0.5777745591400079,0.6182434471109399,0.6078824471249604,0.6103719732947841,0.5912249856273503
KNN_8,0.5690485673472295,0.6183459223924448,0.6277597080299266,0.6457109629006922,0.603525771061116,0.6233762035940613,0.6164847111961015
KNN_9,0.5930591946138631,0.6015983104808506,0.6746623618025491,0.6220984289361929,0.6395093871418743,0.6247327709906795,0.6377775765627745
LR_0,0.6119517362573373,0.6547355918806923,0.6937472052803535,0.7154441220969227,0.6987413926266535,0.7406937854867733,0.7776331878423924
LR_1,0.6304453653080281,0.6898656712712824,0.7006075537248064,0.7018113308595664,0.7066576712378335,0.747689331446978,0.7514286520009728
LR_2,0.5919204218254279,0.6534048306189483,0.6871769502432467,0.679266053337263,0.6929613844470357,0.734911702844878,0.7546273870964313
LR_3,0.6267417342964027,0.6653212178311103,0.6773501429728433,0.6763510060673823,0.6781821843165127,0.7148780368510749,0.7177126502663336
LR_4,0.6197962466807179,0.6574574304556948,0.6768516718731922,0.7075206046649154,0.6801691560061301,0.711863811190893,0.7570230508666738
LR_5,0.5896692117891628,0.6723300570708004,0.6909173709467467,0.7045564298342757,0.6921462495949802,0.72157983355488,0.7412081366206213
LR_6,0.5865486741265984,0.6533515534178498,0.6912774224117507,0.6912145610253629,0.6875669960489412,0.72734561310578,0.7130477759033539
LR_7,0.5900326244179487,0.640939977721389,0.6657586485160482,0.708997729734065,0.6882455647313175,0.6952925678546227,0.7284286671483546
LR_8,0.5870752387344956,0.6750760856832165,0.7077237550809099,0.718626435778057,0.7314062444858124,0.7568997658755886,0.7614010304292259
LR_9,0.6025012919896641,0.6886808307054892,0.6798028792912514,0.7072141910744211,0.718819937749185,0.7841532755757685,0.7833102491264927
