index,A,B,C,AB,AC,BC,ABC
DT_0,0.901220030745797,0.9536582218331388,0.9519230589978682,0.9199991735577799,0.9423800155049872,0.9645046415087549,0.9250625559034077
DT_1,0.9083677233677235,0.9327200457797473,0.9422088874887383,0.9577901573797097,0.9315147383897385,0.9543119548716564,0.9435800531696055
DT_2,0.9420148896703924,0.9432897634452663,0.9639376503243339,0.9509748959625893,0.937156578181225,0.9760578877603417,0.9555734526746797
DT_3,0.9063890565313505,0.9689331197183592,0.9512987345340287,0.9376579770649768,0.9471841685576431,0.9573018642220728,0.9499475826869901
DT_4,0.9150748578377926,0.9246572432657949,0.915069851456535,0.9250283172002401,0.9000379346599123,0.9542187917423193,0.9286501879233379
DT_5,0.94086071926557,0.9423872223872225,0.9523013122360138,0.9472584741334741,0.9345271268965298,0.9407566976316977,0.9474809652608162
DT_6,0.9133128572862224,0.9648202528877375,0.9368091657457945,0.9166549689607417,0.9292787549301443,0.9578654773205478,0.9328557211277516
DT_7,0.9408842517891025,0.9467421961171962,0.9498720114018622,0.9500678494428496,0.9466221050269558,0.9516234256532764,0.9479492378839393
DT_8,0.9048355663654171,0.9565597996195011,0.9559820611966133,0.9425579765225288,0.9438974066119589,0.9434660043708551,0.955251301715854
DT_9,0.9258430838351078,0.9495338890380025,0.9237546616618787,0.9196641937902849,0.9452386682429988,0.9650522306564516,0.9284433818341787
RF_0,0.9147111494170318,0.9517499856366691,0.9634908017260958,0.9475794249323662,0.9592698483874954,0.9594309176662118,0.9744301994301995
RF_1,0.9340786528286529,0.9420037138787137,0.9544889828938338,0.9373232091982091,0.9438759157509158,0.9183213776963776,0.938535816035816
RF_2,0.9402425243601714,0.9669024959362383,0.9720129761306232,0.9705413105413104,0.9421594962771435,0.9771794871794871,0.964927099044746
RF_3,0.9646279537456008,0.9692450142450143,0.9558119658119657,0.9673829873829872,0.9673829873829872,0.9686243386243385,0.9686243386243385
RF_4,0.9289191745074099,0.9504887596064067,0.9275808875676788,0.9487447628624098,0.932077497665733,0.9341907874260814,0.9435782518135459
RF_5,0.951987488862489,0.9719400534699042,0.9603257103257103,0.9692037160787161,0.9552496521246523,0.9576679976679977,0.9616260766260768
RF_6,0.9222799755152696,0.943970398970399,0.9347274197274197,0.9507146998323469,0.9475621225621226,0.9583151283151284,0.9413964805141274
RF_7,0.933264652014652,0.9551282051282053,0.9595053095053094,0.9555840455840455,0.9543650793650794,0.959045584045584,0.9386955636955637
RF_8,0.93486975986976,0.9722222222222223,0.9664004279302786,0.9656891025641027,0.966935341935342,0.968432030932031,0.966929181929182
RF_9,0.9367366921571181,0.9510926321644475,0.936271699045066,0.9510980056360786,0.9289692401117513,0.9552484055849267,0.9504862565580717
NB_0,0.6030407196213765,0.653535404016299,0.6792831478347581,0.7066996742991379,0.7255722039854694,0.6675687084701427,0.6978004675265602
NB_1,0.5572584128834129,0.6627446060375165,0.7113607865846672,0.7021526571153437,0.7170073116341772,0.6787276086623102,0.7021679771306637
NB_2,0.5655774209617588,0.6587546206929381,0.7212209078418071,0.6870248826181746,0.7279704359480084,0.6436886508324163,0.6934680572513496
NB_3,0.5643541462334155,0.6356647200841183,0.6981673338719908,0.667056714843496,0.6820552218275105,0.642239322985141,0.6878668477398859
NB_4,0.5696562459220345,0.6725881458517108,0.7414766374679839,0.6779233561740957,0.7412319345848228,0.6953443511986169,0.6997803653284337
NB_5,0.6033596261394769,0.6677483014050178,0.7233900798826173,0.7005667913876868,0.7455001722165902,0.6930909049192632,0.703720278981473
NB_6,0.5433873353535563,0.6586685352580249,0.7145208319214601,0.6777175877886888,0.6994713002713961,0.6733592870350337,0.6828408459426955
NB_7,0.5636679983228491,0.6547115857656902,0.7153299914587228,0.698230236597774,0.7061857185457932,0.6499465061965063,0.703376646744184
