index,A,B,C,AB,AC,BC,ABC
DT_0,0.8300670648588065,0.9134380633974019,0.9009237160746449,0.8660930748475781,0.8987910409017698,0.9370066312493909,0.8837546707112324
DT_1,0.8481114861846734,0.8846744085473004,0.9116385652621419,0.8996388414754831,0.8798734237931242,0.9084333966686907,0.8858487179610299
DT_2,0.9097167616950776,0.9195917913176176,0.9403994025159189,0.912379679182238,0.8971940616205963,0.9558142795201774,0.9292907699486972
DT_3,0.843223463617619,0.9328389432118208,0.9348127325961285,0.900246626717215,0.9164201842015142,0.9070167513645774,0.8923601518596677
DT_4,0.8426371829018251,0.891183890560967,0.901325183716236,0.8821924065772406,0.8666411107538105,0.9083327397653466,0.8916981548066625
DT_5,0.8863827765738822,0.9068150702297043,0.8888132888132888,0.8983283049389937,0.874968014657059,0.885240482485485,0.8959652130169588
DT_6,0.8485862257113478,0.9365890099123,0.88859021904599,0.8663356648196331,0.9011802496627278,0.9221005039303513,0.8830859589907343
DT_7,0.9071941372498697,0.9264319700312628,0.9275134488819748,0.9172892178652549,0.9077283859854283,0.9226224858402067,0.9154220796790772
DT_8,0.8844506286929281,0.9277875682329211,0.9091059848461197,0.9105155084371597,0.9231476693280998,0.9054867799535584,0.9225940845381304
DT_9,0.8655339453279401,0.9083350210338345,0.8916134477351937,0.8671519212793218,0.9150738269194477,0.9166052192098132,0.8839649777025272
RF_0,0.906195268998065,0.9355431197505496,0.9548345253287115,0.9448725680047941,0.9524955081768348,0.9526145496556889,0.9746098720782266
RF_1,0.9230865995235599,0.9340950482356712,0.9406865469898548,0.9296922971741352,0.933366345972458,0.9072647783540725,0.9269036341383022
RF_2,0.9367730529464825,0.9638022276718378,0.9704623663983106,0.9701125175808721,0.9417673374280318,0.9777959764716467,0.96471557682084
RF_3,0.951307325399052,0.9676072143843246,0.9528837147062759,0.959865538983212,0.959865538983212,0.964967288280504,0.964967288280504
RF_4,0.9175617855817987,0.9468963414807372,0.9167501625171282,0.9475614706564602,0.9265979704099686,0.9287822204301538,0.9399122040174676
RF_5,0.9417441262939427,0.9518123221645727,0.9509262086115613,0.9560678474451917,0.9437750074334524,0.9435958279457052,0.9467217008551704
RF_6,0.907612095548142,0.9273524872033767,0.922941022941023,0.9408425876989949,0.9377205017488829,0.9450827299664509,0.9249388623072834
RF_7,0.9313620568480044,0.953940785883209,0.9547590807723386,0.9511993175431552,0.9538843792136844,0.9582915161247155,0.9353769645604398
RF_8,0.9315972798333426,0.9725346985744815,0.951887548587229,0.9633258679073298,0.9633100950578853,0.9693132193401589,0.9646371713429448
RF_9,0.9103882309175573,0.9321058603416842,0.9112297733076199,0.9310809831996273,0.8987057387057388,0.9381774475005021,0.9276929245442646
NB_0,0.26472694831688576,0.2927065269550194,0.31653619114812975,0.3741516620616215,0.3954221196041976,0.31871161796067926,0.3656741375807786
NB_1,0.175721058690973,0.28944641855781006,0.3086646535233864,0.33072312252900543,0.34672105276445264,0.31866680194352,0.33988137457718776
NB_2,0.19858904257201912,0.2818161291904728,0.3589837925209199,0.31954852988480176,0.38401439434398926,0.2534274878966736,0.3370077792208281
NB_3,0.1902394379171327,0.23725883636103215,0.3301713710799136,0.29249218306855557,0.30493710533867985,0.26034683427898736,0.3333065070780319
NB_4,0.19717005924444372,0.2900907275571391,0.3856021912526568,0.29536808525539376,0.38711087284912504,0.33562718141709974,0.3210078338003229
NB_5,0.2530888305565169,0.2549961074492617,0.3437736936971028,0.351164835239648,0.3964437870928612,0.33570210280919976,0.3573410771882444
NB_6,0.13589575216197358,0.2844794131183785,0.35621690648852655,0.3181637271283061,0.3563864051682386,0.30670008376592556,0.32695739711674043
NB_7,0.19129391590356729,0.2712042659840135,0.336560903640641,0.3511277994400748,0.3590714316901325,0.2612801019288589,0.3653070065932104
NB_8,0.17854523895961527,0.21085650593303895,0.28220642492144593,0.32800214308135467,0.3576938185523526,0.23132294772145776,0.33326359863388927
NB_9,0.15148833115753293,0.28772995949564034,0.3425287155429632,0.3123536645377245,0.3202096157623067,0.2951783588313866,0.323180575060432
KNN_0,0.6060707041437264,0.6412106755968295,0.7742754511494069,0.6412106755968295,0.6986990704278041,0.7031417991044906,0.6994971241587783
KNN_1,0.5863444565838778,0.5807803018188246,0.7215367853284486,0.5807803018188246,0.5879468247088454,0.5879468247088454,0.582044768118181
KNN_2,0.6246083324436852,0.6930263938527249,0.7454374182822457,0.6930263938527249,0.718178102914945,0.7222022561645204,0.7131728093212125
KNN_3,0.6140252665149609,0.6302083333333334,0.6752484978541106,0.6302083333333334,0.6180096635688447,0.6105066623683645,0.6359787747969987
KNN_4,0.5876855181517852,0.5888743452986057,0.6358945749012743,0.5888743452986057,0.571058950807424,0.5786261052414672,0.5712298345067818
KNN_5,0.6027356023121462,0.5752731833623624,0.6686649659863945,0.5752731833623624,0.5786580085311622,0.5786580085311622,0.5794484724491111
KNN_6,0.5787922781825222,0.5668181896288302,0.6214076947726205,0.5668181896288302,0.58189175451743,0.58189175451743,0.5812354829636969
KNN_7,0.7004580393314902,0.6619238254678805,0.7558020009812183,0.6619238254678805,0.7083274503925722,0.7083274503925722,0.6799325472995522
KNN_8,0.6678372333862154,0.6191217848813303,0.7286726918305866,0.6191217848813303,0.678059451022024,0.6854030959462823,0.6664511624921651
KNN_9,0.6242829266404905,0.6029194099131016,0.6354599027392617,0.6029194099131016,0.6045056743447047,0.6045056743447047,0.6023788753452147
LR_0,0.36570791877090403,0.45486767347456136,0.32820707628751505,0.4667161357250443,0.42525063326950113,0.538866929490906,0.5862901527246213
LR_1,0.35136106826606234,0.4772284595229146,0.3135398027457144,0.47321315865908703,0.4184294691953765,0.4960945646242341,0.48399756990529674
LR_2,0.3629494001011029,0.4114540846239496,0.33710855639165666,0.46538599562321575,0.4470692498304438,0.5071202011763029,0.5014448949852336
LR_3,0.38114676436226574,0.4317864610693942,0.34724137556091916,0.44948087735561554,0.44115848677915465,0.5295150736139527,0.5308519925460632
LR_4,0.4188222811264735,0.42861967029659714,0.34891591962487484,0.4534960074142205,0.48027511583067145,0.5484943782587343,0.5354454624086574
LR_5,0.3731762725758488,0.4508080385011113,0.3184341041387203,0.4652958152958153,0.47029367029367025,0.5222740739401912,0.5246740347378583
LR_6,0.30841687552213864,0.3757240140003861,0.31958589686473765,0.38277340393904463,0.35113673901285386,0.4357974721029223,0.4639158434481132
LR_7,0.3569795471678619,0.4517369733963237,0.33999327088616177,0.4903210808150955,0.45389298637201,0.5350607081403356,0.5551908510393784
LR_8,0.3834669311117924,0.3910003645975754,0.33694863694863697,0.4001781970649896,0.4473105885336557,0.5219519244029525,0.5096509152830991
